1 fold training
['[0,5000]', 'loss=0.660', 'test_acu=0.635', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.614', 'test_acu=0.642', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.577', 'test_acu=0.623', 'test_f1_score=0.043', 'test_acc=0.052', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.031', 'test_macc=0.516', 'test_g_mean=0.177']
['[300,5000]', 'loss=0.548', 'test_acu=0.582', 'test_f1_score=0.039', 'test_acc=0.102', 'test_ppr=0.020', 'test_sen=0.857', 'test_spe=0.085', 'test_macc=0.471', 'test_g_mean=0.270']
['[400,5000]', 'loss=0.528', 'test_acu=0.548', 'test_f1_score=0.042', 'test_acc=0.151', 'test_ppr=0.021', 'test_sen=0.857', 'test_spe=0.135', 'test_macc=0.496', 'test_g_mean=0.340']
['[500,5000]', 'loss=0.514', 'test_acu=0.528', 'test_f1_score=0.044', 'test_acc=0.203', 'test_ppr=0.023', 'test_sen=0.857', 'test_spe=0.189', 'test_macc=0.523', 'test_g_mean=0.402']
['[600,5000]', 'loss=0.505', 'test_acu=0.518', 'test_f1_score=0.039', 'test_acc=0.243', 'test_ppr=0.020', 'test_sen=0.714', 'test_spe=0.233', 'test_macc=0.473', 'test_g_mean=0.408']
['[700,5000]', 'loss=0.500', 'test_acu=0.517', 'test_f1_score=0.033', 'test_acc=0.277', 'test_ppr=0.017', 'test_sen=0.571', 'test_spe=0.270', 'test_macc=0.421', 'test_g_mean=0.393']
['[800,5000]', 'loss=0.497', 'test_acu=0.516', 'test_f1_score=0.034', 'test_acc=0.308', 'test_ppr=0.018', 'test_sen=0.571', 'test_spe=0.302', 'test_macc=0.437', 'test_g_mean=0.415']
['[900,5000]', 'loss=0.494', 'test_acu=0.516', 'test_f1_score=0.036', 'test_acc=0.332', 'test_ppr=0.018', 'test_sen=0.571', 'test_spe=0.327', 'test_macc=0.449', 'test_g_mean=0.432']
['[1000,5000]', 'loss=0.493', 'test_acu=0.518', 'test_f1_score=0.038', 'test_acc=0.375', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.371', 'test_macc=0.471', 'test_g_mean=0.460']
['[1100,5000]', 'loss=0.492', 'test_acu=0.519', 'test_f1_score=0.039', 'test_acc=0.388', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.384', 'test_macc=0.478', 'test_g_mean=0.468']
['[1200,5000]', 'loss=0.492', 'test_acu=0.521', 'test_f1_score=0.039', 'test_acc=0.400', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.396', 'test_macc=0.484', 'test_g_mean=0.476']
['[1300,5000]', 'loss=0.491', 'test_acu=0.523', 'test_f1_score=0.040', 'test_acc=0.415', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.412', 'test_macc=0.492', 'test_g_mean=0.485']
['[1400,5000]', 'loss=0.491', 'test_acu=0.523', 'test_f1_score=0.041', 'test_acc=0.428', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.425', 'test_macc=0.498', 'test_g_mean=0.493']
['[1500,5000]', 'loss=0.490', 'test_acu=0.524', 'test_f1_score=0.031', 'test_acc=0.431', 'test_ppr=0.016', 'test_sen=0.429', 'test_spe=0.431', 'test_macc=0.430', 'test_g_mean=0.430']
['[1600,5000]', 'loss=0.490', 'test_acu=0.528', 'test_f1_score=0.032', 'test_acc=0.437', 'test_ppr=0.016', 'test_sen=0.429', 'test_spe=0.437', 'test_macc=0.433', 'test_g_mean=0.433']
['[1700,5000]', 'loss=0.490', 'test_acu=0.530', 'test_f1_score=0.032', 'test_acc=0.446', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.447', 'test_macc=0.438', 'test_g_mean=0.437']
['[1800,5000]', 'loss=0.490', 'test_acu=0.531', 'test_f1_score=0.033', 'test_acc=0.458', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.459', 'test_macc=0.444', 'test_g_mean=0.444']
['[1900,5000]', 'loss=0.489', 'test_acu=0.532', 'test_f1_score=0.033', 'test_acc=0.458', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.459', 'test_macc=0.444', 'test_g_mean=0.444']
['[2000,5000]', 'loss=0.489', 'test_acu=0.532', 'test_f1_score=0.033', 'test_acc=0.458', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.459', 'test_macc=0.444', 'test_g_mean=0.444']
['[2100,5000]', 'loss=0.489', 'test_acu=0.533', 'test_f1_score=0.033', 'test_acc=0.462', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.462', 'test_macc=0.445', 'test_g_mean=0.445']
['[2200,5000]', 'loss=0.489', 'test_acu=0.533', 'test_f1_score=0.033', 'test_acc=0.462', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.462', 'test_macc=0.445', 'test_g_mean=0.445']
['[2300,5000]', 'loss=0.488', 'test_acu=0.536', 'test_f1_score=0.033', 'test_acc=0.462', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.462', 'test_macc=0.445', 'test_g_mean=0.445']
['[2400,5000]', 'loss=0.488', 'test_acu=0.537', 'test_f1_score=0.033', 'test_acc=0.465', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.465', 'test_macc=0.447', 'test_g_mean=0.447']
['[2500,5000]', 'loss=0.488', 'test_acu=0.537', 'test_f1_score=0.033', 'test_acc=0.465', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.465', 'test_macc=0.447', 'test_g_mean=0.447']
['[2600,5000]', 'loss=0.488', 'test_acu=0.537', 'test_f1_score=0.033', 'test_acc=0.465', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.465', 'test_macc=0.447', 'test_g_mean=0.447']
['[2700,5000]', 'loss=0.487', 'test_acu=0.538', 'test_f1_score=0.033', 'test_acc=0.465', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.465', 'test_macc=0.447', 'test_g_mean=0.447']
['[2800,5000]', 'loss=0.487', 'test_acu=0.540', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[2900,5000]', 'loss=0.487', 'test_acu=0.541', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[3000,5000]', 'loss=0.487', 'test_acu=0.542', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[3100,5000]', 'loss=0.487', 'test_acu=0.543', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[3200,5000]', 'loss=0.486', 'test_acu=0.543', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[3300,5000]', 'loss=0.486', 'test_acu=0.544', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[3400,5000]', 'loss=0.486', 'test_acu=0.544', 'test_f1_score=0.034', 'test_acc=0.471', 'test_ppr=0.018', 'test_sen=0.429', 'test_spe=0.472', 'test_macc=0.450', 'test_g_mean=0.450']
['[3500,5000]', 'loss=0.486', 'test_acu=0.544', 'test_f1_score=0.034', 'test_acc=0.471', 'test_ppr=0.018', 'test_sen=0.429', 'test_spe=0.472', 'test_macc=0.450', 'test_g_mean=0.450']
['[3600,5000]', 'loss=0.485', 'test_acu=0.546', 'test_f1_score=0.034', 'test_acc=0.471', 'test_ppr=0.018', 'test_sen=0.429', 'test_spe=0.472', 'test_macc=0.450', 'test_g_mean=0.450']
['[3700,5000]', 'loss=0.485', 'test_acu=0.546', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[3800,5000]', 'loss=0.485', 'test_acu=0.546', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[3900,5000]', 'loss=0.485', 'test_acu=0.547', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[4000,5000]', 'loss=0.484', 'test_acu=0.548', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[4100,5000]', 'loss=0.484', 'test_acu=0.550', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[4200,5000]', 'loss=0.484', 'test_acu=0.552', 'test_f1_score=0.034', 'test_acc=0.468', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.469', 'test_macc=0.449', 'test_g_mean=0.448']
['[4300,5000]', 'loss=0.484', 'test_acu=0.552', 'test_f1_score=0.033', 'test_acc=0.465', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.465', 'test_macc=0.447', 'test_g_mean=0.447']
['[4400,5000]', 'loss=0.483', 'test_acu=0.553', 'test_f1_score=0.033', 'test_acc=0.465', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.465', 'test_macc=0.447', 'test_g_mean=0.447']
['[4500,5000]', 'loss=0.483', 'test_acu=0.555', 'test_f1_score=0.033', 'test_acc=0.462', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.462', 'test_macc=0.445', 'test_g_mean=0.445']
['[4600,5000]', 'loss=0.483', 'test_acu=0.556', 'test_f1_score=0.033', 'test_acc=0.462', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.462', 'test_macc=0.445', 'test_g_mean=0.445']
['[4700,5000]', 'loss=0.483', 'test_acu=0.557', 'test_f1_score=0.033', 'test_acc=0.462', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.462', 'test_macc=0.445', 'test_g_mean=0.445']
['[4800,5000]', 'loss=0.482', 'test_acu=0.558', 'test_f1_score=0.033', 'test_acc=0.462', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.462', 'test_macc=0.445', 'test_g_mean=0.445']
['[4900,5000]', 'loss=0.482', 'test_acu=0.559', 'test_f1_score=0.033', 'test_acc=0.462', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.462', 'test_macc=0.445', 'test_g_mean=0.445']
2 fold training
['[0,5000]', 'loss=0.671', 'test_acu=0.408', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.621', 'test_acu=0.509', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.579', 'test_acu=0.544', 'test_f1_score=0.044', 'test_acc=0.071', 'test_ppr=0.023', 'test_sen=1.000', 'test_spe=0.050', 'test_macc=0.525', 'test_g_mean=0.224']
['[300,5000]', 'loss=0.548', 'test_acu=0.533', 'test_f1_score=0.048', 'test_acc=0.145', 'test_ppr=0.025', 'test_sen=1.000', 'test_spe=0.126', 'test_macc=0.563', 'test_g_mean=0.355']
['[400,5000]', 'loss=0.525', 'test_acu=0.521', 'test_f1_score=0.051', 'test_acc=0.206', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.189', 'test_macc=0.594', 'test_g_mean=0.434']
