1 fold training
['[0,5000]', 'loss=0.590', 'test_acu=0.414', 'test_f1_score=0.034', 'test_acc=0.242', 'test_ppr=0.018', 'test_sen=0.800', 'test_spe=0.233', 'test_macc=0.516', 'test_g_mean=0.432']
['[100,5000]', 'loss=0.556', 'test_acu=0.405', 'test_f1_score=0.037', 'test_acc=0.290', 'test_ppr=0.019', 'test_sen=0.800', 'test_spe=0.281', 'test_macc=0.540', 'test_g_mean=0.474']
['[200,5000]', 'loss=0.529', 'test_acu=0.408', 'test_f1_score=0.041', 'test_acc=0.370', 'test_ppr=0.021', 'test_sen=0.800', 'test_spe=0.363', 'test_macc=0.582', 'test_g_mean=0.539']
['[300,5000]', 'loss=0.511', 'test_acu=0.417', 'test_f1_score=0.046', 'test_acc=0.438', 'test_ppr=0.024', 'test_sen=0.800', 'test_spe=0.432', 'test_macc=0.616', 'test_g_mean=0.588']
['[400,5000]', 'loss=0.500', 'test_acu=0.433', 'test_f1_score=0.039', 'test_acc=0.502', 'test_ppr=0.020', 'test_sen=0.600', 'test_spe=0.500', 'test_macc=0.550', 'test_g_mean=0.548']
['[500,5000]', 'loss=0.493', 'test_acu=0.467', 'test_f1_score=0.029', 'test_acc=0.542', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.545', 'test_macc=0.472', 'test_g_mean=0.467']
['[600,5000]', 'loss=0.490', 'test_acu=0.495', 'test_f1_score=0.031', 'test_acc=0.576', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.579', 'test_macc=0.489', 'test_g_mean=0.481']
['[700,5000]', 'loss=0.488', 'test_acu=0.506', 'test_f1_score=0.033', 'test_acc=0.609', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.613', 'test_macc=0.507', 'test_g_mean=0.495']
['[800,5000]', 'loss=0.486', 'test_acu=0.518', 'test_f1_score=0.035', 'test_acc=0.626', 'test_ppr=0.018', 'test_sen=0.400', 'test_spe=0.630', 'test_macc=0.515', 'test_g_mean=0.502']
['[900,5000]', 'loss=0.486', 'test_acu=0.525', 'test_f1_score=0.035', 'test_acc=0.626', 'test_ppr=0.018', 'test_sen=0.400', 'test_spe=0.630', 'test_macc=0.515', 'test_g_mean=0.502']
['[1000,5000]', 'loss=0.485', 'test_acu=0.532', 'test_f1_score=0.036', 'test_acc=0.643', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.647', 'test_macc=0.524', 'test_g_mean=0.509']
['[1100,5000]', 'loss=0.485', 'test_acu=0.536', 'test_f1_score=0.038', 'test_acc=0.660', 'test_ppr=0.020', 'test_sen=0.400', 'test_spe=0.664', 'test_macc=0.532', 'test_g_mean=0.516']
['[1200,5000]', 'loss=0.485', 'test_acu=0.539', 'test_f1_score=0.038', 'test_acc=0.660', 'test_ppr=0.020', 'test_sen=0.400', 'test_spe=0.664', 'test_macc=0.532', 'test_g_mean=0.516']
['[1300,5000]', 'loss=0.484', 'test_acu=0.542', 'test_f1_score=0.039', 'test_acc=0.667', 'test_ppr=0.020', 'test_sen=0.400', 'test_spe=0.671', 'test_macc=0.536', 'test_g_mean=0.518']
['[1400,5000]', 'loss=0.484', 'test_acu=0.545', 'test_f1_score=0.039', 'test_acc=0.670', 'test_ppr=0.021', 'test_sen=0.400', 'test_spe=0.675', 'test_macc=0.537', 'test_g_mean=0.519']
['[1500,5000]', 'loss=0.484', 'test_acu=0.547', 'test_f1_score=0.039', 'test_acc=0.670', 'test_ppr=0.021', 'test_sen=0.400', 'test_spe=0.675', 'test_macc=0.537', 'test_g_mean=0.519']
['[1600,5000]', 'loss=0.484', 'test_acu=0.548', 'test_f1_score=0.039', 'test_acc=0.667', 'test_ppr=0.020', 'test_sen=0.400', 'test_spe=0.671', 'test_macc=0.536', 'test_g_mean=0.518']
['[1700,5000]', 'loss=0.483', 'test_acu=0.547', 'test_f1_score=0.040', 'test_acc=0.677', 'test_ppr=0.021', 'test_sen=0.400', 'test_spe=0.682', 'test_macc=0.541', 'test_g_mean=0.522']
['[1800,5000]', 'loss=0.483', 'test_acu=0.547', 'test_f1_score=0.040', 'test_acc=0.680', 'test_ppr=0.021', 'test_sen=0.400', 'test_spe=0.685', 'test_macc=0.542', 'test_g_mean=0.523']
['[1900,5000]', 'loss=0.483', 'test_acu=0.551', 'test_f1_score=0.040', 'test_acc=0.677', 'test_ppr=0.021', 'test_sen=0.400', 'test_spe=0.682', 'test_macc=0.541', 'test_g_mean=0.522']
['[2000,5000]', 'loss=0.483', 'test_acu=0.552', 'test_f1_score=0.039', 'test_acc=0.670', 'test_ppr=0.021', 'test_sen=0.400', 'test_spe=0.675', 'test_macc=0.537', 'test_g_mean=0.519']
['[2100,5000]', 'loss=0.482', 'test_acu=0.554', 'test_f1_score=0.038', 'test_acc=0.660', 'test_ppr=0.020', 'test_sen=0.400', 'test_spe=0.664', 'test_macc=0.532', 'test_g_mean=0.516']
['[2200,5000]', 'loss=0.482', 'test_acu=0.555', 'test_f1_score=0.037', 'test_acc=0.653', 'test_ppr=0.020', 'test_sen=0.400', 'test_spe=0.658', 'test_macc=0.529', 'test_g_mean=0.513']
['[2300,5000]', 'loss=0.482', 'test_acu=0.558', 'test_f1_score=0.037', 'test_acc=0.646', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.651', 'test_macc=0.525', 'test_g_mean=0.510']
['[2400,5000]', 'loss=0.482', 'test_acu=0.557', 'test_f1_score=0.036', 'test_acc=0.640', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.644', 'test_macc=0.522', 'test_g_mean=0.507']
['[2500,5000]', 'loss=0.481', 'test_acu=0.558', 'test_f1_score=0.034', 'test_acc=0.623', 'test_ppr=0.018', 'test_sen=0.400', 'test_spe=0.627', 'test_macc=0.513', 'test_g_mean=0.501']
['[2600,5000]', 'loss=0.481', 'test_acu=0.557', 'test_f1_score=0.033', 'test_acc=0.606', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.610', 'test_macc=0.505', 'test_g_mean=0.494']
['[2700,5000]', 'loss=0.481', 'test_acu=0.557', 'test_f1_score=0.032', 'test_acc=0.596', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.599', 'test_macc=0.500', 'test_g_mean=0.490']
['[2800,5000]', 'loss=0.481', 'test_acu=0.557', 'test_f1_score=0.032', 'test_acc=0.589', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.592', 'test_macc=0.496', 'test_g_mean=0.487']
['[2900,5000]', 'loss=0.480', 'test_acu=0.559', 'test_f1_score=0.032', 'test_acc=0.589', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.592', 'test_macc=0.496', 'test_g_mean=0.487']
['[3000,5000]', 'loss=0.480', 'test_acu=0.558', 'test_f1_score=0.031', 'test_acc=0.582', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.586', 'test_macc=0.493', 'test_g_mean=0.484']
['[3100,5000]', 'loss=0.480', 'test_acu=0.562', 'test_f1_score=0.031', 'test_acc=0.579', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.582', 'test_macc=0.491', 'test_g_mean=0.483']
['[3200,5000]', 'loss=0.479', 'test_acu=0.560', 'test_f1_score=0.031', 'test_acc=0.579', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.582', 'test_macc=0.491', 'test_g_mean=0.483']
['[3300,5000]', 'loss=0.479', 'test_acu=0.559', 'test_f1_score=0.030', 'test_acc=0.569', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.572', 'test_macc=0.486', 'test_g_mean=0.478']
['[3400,5000]', 'loss=0.479', 'test_acu=0.560', 'test_f1_score=0.030', 'test_acc=0.566', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.568', 'test_macc=0.484', 'test_g_mean=0.477']
['[3500,5000]', 'loss=0.478', 'test_acu=0.558', 'test_f1_score=0.030', 'test_acc=0.562', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.565', 'test_macc=0.483', 'test_g_mean=0.475']
['[3600,5000]', 'loss=0.478', 'test_acu=0.560', 'test_f1_score=0.030', 'test_acc=0.559', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.562', 'test_macc=0.481', 'test_g_mean=0.474']
['[3700,5000]', 'loss=0.478', 'test_acu=0.559', 'test_f1_score=0.029', 'test_acc=0.556', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.558', 'test_macc=0.479', 'test_g_mean=0.473']
['[3800,5000]', 'loss=0.478', 'test_acu=0.558', 'test_f1_score=0.029', 'test_acc=0.552', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.555', 'test_macc=0.477', 'test_g_mean=0.471']
['[3900,5000]', 'loss=0.477', 'test_acu=0.558', 'test_f1_score=0.029', 'test_acc=0.552', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.555', 'test_macc=0.477', 'test_g_mean=0.471']
['[4000,5000]', 'loss=0.477', 'test_acu=0.557', 'test_f1_score=0.029', 'test_acc=0.556', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.558', 'test_macc=0.479', 'test_g_mean=0.473']
['[4100,5000]', 'loss=0.477', 'test_acu=0.555', 'test_f1_score=0.029', 'test_acc=0.556', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.558', 'test_macc=0.479', 'test_g_mean=0.473']
['[4200,5000]', 'loss=0.476', 'test_acu=0.555', 'test_f1_score=0.030', 'test_acc=0.559', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.562', 'test_macc=0.481', 'test_g_mean=0.474']
['[4300,5000]', 'loss=0.476', 'test_acu=0.553', 'test_f1_score=0.030', 'test_acc=0.559', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.562', 'test_macc=0.481', 'test_g_mean=0.474']
['[4400,5000]', 'loss=0.476', 'test_acu=0.550', 'test_f1_score=0.030', 'test_acc=0.559', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.562', 'test_macc=0.481', 'test_g_mean=0.474']
['[4500,5000]', 'loss=0.475', 'test_acu=0.551', 'test_f1_score=0.030', 'test_acc=0.562', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.565', 'test_macc=0.483', 'test_g_mean=0.475']
['[4600,5000]', 'loss=0.475', 'test_acu=0.549', 'test_f1_score=0.030', 'test_acc=0.562', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.565', 'test_macc=0.483', 'test_g_mean=0.475']
['[4700,5000]', 'loss=0.474', 'test_acu=0.549', 'test_f1_score=0.029', 'test_acc=0.549', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.551', 'test_macc=0.476', 'test_g_mean=0.470']
['[4800,5000]', 'loss=0.474', 'test_acu=0.545', 'test_f1_score=0.029', 'test_acc=0.549', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.551', 'test_macc=0.476', 'test_g_mean=0.470']
['[4900,5000]', 'loss=0.474', 'test_acu=0.544', 'test_f1_score=0.029', 'test_acc=0.552', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.555', 'test_macc=0.477', 'test_g_mean=0.471']
2 fold training
['[0,5000]', 'loss=0.588', 'test_acu=0.329', 'test_f1_score=0.032', 'test_acc=0.192', 'test_ppr=0.016', 'test_sen=0.800', 'test_spe=0.182', 'test_macc=0.491', 'test_g_mean=0.381']
['[100,5000]', 'loss=0.555', 'test_acu=0.319', 'test_f1_score=0.033', 'test_acc=0.222', 'test_ppr=0.017', 'test_sen=0.800', 'test_spe=0.212', 'test_macc=0.506', 'test_g_mean=0.412']
['[200,5000]', 'loss=0.529', 'test_acu=0.312', 'test_f1_score=0.037', 'test_acc=0.290', 'test_ppr=0.019', 'test_sen=0.800', 'test_spe=0.281', 'test_macc=0.540', 'test_g_mean=0.474']
['[300,5000]', 'loss=0.512', 'test_acu=0.307', 'test_f1_score=0.041', 'test_acc=0.364', 'test_ppr=0.021', 'test_sen=0.800', 'test_spe=0.356', 'test_macc=0.578', 'test_g_mean=0.534']
['[400,5000]', 'loss=0.501', 'test_acu=0.301', 'test_f1_score=0.044', 'test_acc=0.418', 'test_ppr=0.023', 'test_sen=0.800', 'test_spe=0.411', 'test_macc=0.605', 'test_g_mean=0.573']
['[500,5000]', 'loss=0.494', 'test_acu=0.302', 'test_f1_score=0.049', 'test_acc=0.478', 'test_ppr=0.025', 'test_sen=0.800', 'test_spe=0.473', 'test_macc=0.636', 'test_g_mean=0.615']
['[600,5000]', 'loss=0.491', 'test_acu=0.299', 'test_f1_score=0.053', 'test_acc=0.515', 'test_ppr=0.027', 'test_sen=0.800', 'test_spe=0.510', 'test_macc=0.655', 'test_g_mean=0.639']
['[700,5000]', 'loss=0.489', 'test_acu=0.301', 'test_f1_score=0.055', 'test_acc=0.535', 'test_ppr=0.028', 'test_sen=0.800', 'test_spe=0.531', 'test_macc=0.665', 'test_g_mean=0.652']
['[800,5000]', 'loss=0.488', 'test_acu=0.303', 'test_f1_score=0.058', 'test_acc=0.562', 'test_ppr=0.030', 'test_sen=0.800', 'test_spe=0.558', 'test_macc=0.679', 'test_g_mean=0.668']
['[900,5000]', 'loss=0.487', 'test_acu=0.299', 'test_f1_score=0.059', 'test_acc=0.572', 'test_ppr=0.031', 'test_sen=0.800', 'test_spe=0.568', 'test_macc=0.684', 'test_g_mean=0.674']
['[1000,5000]', 'loss=0.487', 'test_acu=0.299', 'test_f1_score=0.047', 'test_acc=0.593', 'test_ppr=0.025', 'test_sen=0.600', 'test_spe=0.592', 'test_macc=0.596', 'test_g_mean=0.596']
['[1100,5000]', 'loss=0.487', 'test_acu=0.303', 'test_f1_score=0.047', 'test_acc=0.593', 'test_ppr=0.025', 'test_sen=0.600', 'test_spe=0.592', 'test_macc=0.596', 'test_g_mean=0.596']
['[1200,5000]', 'loss=0.487', 'test_acu=0.304', 'test_f1_score=0.048', 'test_acc=0.603', 'test_ppr=0.025', 'test_sen=0.600', 'test_spe=0.603', 'test_macc=0.601', 'test_g_mean=0.601']
['[1300,5000]', 'loss=0.486', 'test_acu=0.306', 'test_f1_score=0.049', 'test_acc=0.606', 'test_ppr=0.025', 'test_sen=0.600', 'test_spe=0.606', 'test_macc=0.603', 'test_g_mean=0.603']
['[1400,5000]', 'loss=0.486', 'test_acu=0.312', 'test_f1_score=0.050', 'test_acc=0.616', 'test_ppr=0.026', 'test_sen=0.600', 'test_spe=0.616', 'test_macc=0.608', 'test_g_mean=0.608']
['[1500,5000]', 'loss=0.486', 'test_acu=0.317', 'test_f1_score=0.050', 'test_acc=0.616', 'test_ppr=0.026', 'test_sen=0.600', 'test_spe=0.616', 'test_macc=0.608', 'test_g_mean=0.608']
['[1600,5000]', 'loss=0.486', 'test_acu=0.327', 'test_f1_score=0.051', 'test_acc=0.623', 'test_ppr=0.027', 'test_sen=0.600', 'test_spe=0.623', 'test_macc=0.612', 'test_g_mean=0.612']
['[1700,5000]', 'loss=0.486', 'test_acu=0.329', 'test_f1_score=0.051', 'test_acc=0.623', 'test_ppr=0.027', 'test_sen=0.600', 'test_spe=0.623', 'test_macc=0.612', 'test_g_mean=0.612']
['[1800,5000]', 'loss=0.486', 'test_acu=0.332', 'test_f1_score=0.052', 'test_acc=0.630', 'test_ppr=0.027', 'test_sen=0.600', 'test_spe=0.630', 'test_macc=0.615', 'test_g_mean=0.615']
['[1900,5000]', 'loss=0.486', 'test_acu=0.331', 'test_f1_score=0.052', 'test_acc=0.633', 'test_ppr=0.027', 'test_sen=0.600', 'test_spe=0.634', 'test_macc=0.617', 'test_g_mean=0.617']
['[2000,5000]', 'loss=0.485', 'test_acu=0.329', 'test_f1_score=0.051', 'test_acc=0.626', 'test_ppr=0.027', 'test_sen=0.600', 'test_spe=0.627', 'test_macc=0.613', 'test_g_mean=0.613']
['[2100,5000]', 'loss=0.485', 'test_acu=0.334', 'test_f1_score=0.051', 'test_acc=0.623', 'test_ppr=0.027', 'test_sen=0.600', 'test_spe=0.623', 'test_macc=0.612', 'test_g_mean=0.612']
['[2200,5000]', 'loss=0.485', 'test_acu=0.334', 'test_f1_score=0.050', 'test_acc=0.613', 'test_ppr=0.026', 'test_sen=0.600', 'test_spe=0.613', 'test_macc=0.607', 'test_g_mean=0.606']
['[2300,5000]', 'loss=0.485', 'test_acu=0.336', 'test_f1_score=0.050', 'test_acc=0.613', 'test_ppr=0.026', 'test_sen=0.600', 'test_spe=0.613', 'test_macc=0.607', 'test_g_mean=0.606']
['[2400,5000]', 'loss=0.485', 'test_acu=0.338', 'test_f1_score=0.049', 'test_acc=0.606', 'test_ppr=0.025', 'test_sen=0.600', 'test_spe=0.606', 'test_macc=0.603', 'test_g_mean=0.603']
['[2500,5000]', 'loss=0.485', 'test_acu=0.338', 'test_f1_score=0.048', 'test_acc=0.599', 'test_ppr=0.025', 'test_sen=0.600', 'test_spe=0.599', 'test_macc=0.600', 'test_g_mean=0.600']
['[2600,5000]', 'loss=0.485', 'test_acu=0.337', 'test_f1_score=0.047', 'test_acc=0.593', 'test_ppr=0.025', 'test_sen=0.600', 'test_spe=0.592', 'test_macc=0.596', 'test_g_mean=0.596']
['[2700,5000]', 'loss=0.485', 'test_acu=0.336', 'test_f1_score=0.046', 'test_acc=0.579', 'test_ppr=0.024', 'test_sen=0.600', 'test_spe=0.579', 'test_macc=0.589', 'test_g_mean=0.589']
['[2800,5000]', 'loss=0.485', 'test_acu=0.336', 'test_f1_score=0.045', 'test_acc=0.576', 'test_ppr=0.024', 'test_sen=0.600', 'test_spe=0.575', 'test_macc=0.588', 'test_g_mean=0.588']
['[2900,5000]', 'loss=0.484', 'test_acu=0.340', 'test_f1_score=0.043', 'test_acc=0.549', 'test_ppr=0.022', 'test_sen=0.600', 'test_spe=0.548', 'test_macc=0.574', 'test_g_mean=0.573']
['[3000,5000]', 'loss=0.484', 'test_acu=0.343', 'test_f1_score=0.042', 'test_acc=0.539', 'test_ppr=0.022', 'test_sen=0.600', 'test_spe=0.538', 'test_macc=0.569', 'test_g_mean=0.568']
['[3100,5000]', 'loss=0.484', 'test_acu=0.342', 'test_f1_score=0.042', 'test_acc=0.539', 'test_ppr=0.022', 'test_sen=0.600', 'test_spe=0.538', 'test_macc=0.569', 'test_g_mean=0.568']
['[3200,5000]', 'loss=0.484', 'test_acu=0.345', 'test_f1_score=0.042', 'test_acc=0.535', 'test_ppr=0.022', 'test_sen=0.600', 'test_spe=0.534', 'test_macc=0.567', 'test_g_mean=0.566']
['[3300,5000]', 'loss=0.484', 'test_acu=0.346', 'test_f1_score=0.041', 'test_acc=0.525', 'test_ppr=0.021', 'test_sen=0.600', 'test_spe=0.524', 'test_macc=0.562', 'test_g_mean=0.561']
['[3400,5000]', 'loss=0.484', 'test_acu=0.349', 'test_f1_score=0.041', 'test_acc=0.522', 'test_ppr=0.021', 'test_sen=0.600', 'test_spe=0.521', 'test_macc=0.560', 'test_g_mean=0.559']
['[3500,5000]', 'loss=0.484', 'test_acu=0.349', 'test_f1_score=0.040', 'test_acc=0.519', 'test_ppr=0.021', 'test_sen=0.600', 'test_spe=0.517', 'test_macc=0.559', 'test_g_mean=0.557']
['[3600,5000]', 'loss=0.484', 'test_acu=0.351', 'test_f1_score=0.040', 'test_acc=0.519', 'test_ppr=0.021', 'test_sen=0.600', 'test_spe=0.517', 'test_macc=0.559', 'test_g_mean=0.557']
['[3700,5000]', 'loss=0.483', 'test_acu=0.352', 'test_f1_score=0.039', 'test_acc=0.508', 'test_ppr=0.020', 'test_sen=0.600', 'test_spe=0.507', 'test_macc=0.553', 'test_g_mean=0.551']
['[3800,5000]', 'loss=0.483', 'test_acu=0.355', 'test_f1_score=0.039', 'test_acc=0.508', 'test_ppr=0.020', 'test_sen=0.600', 'test_spe=0.507', 'test_macc=0.553', 'test_g_mean=0.551']
['[3900,5000]', 'loss=0.483', 'test_acu=0.357', 'test_f1_score=0.039', 'test_acc=0.508', 'test_ppr=0.020', 'test_sen=0.600', 'test_spe=0.507', 'test_macc=0.553', 'test_g_mean=0.551']
['[4000,5000]', 'loss=0.483', 'test_acu=0.360', 'test_f1_score=0.040', 'test_acc=0.512', 'test_ppr=0.021', 'test_sen=0.600', 'test_spe=0.510', 'test_macc=0.555', 'test_g_mean=0.553']
['[4100,5000]', 'loss=0.483', 'test_acu=0.362', 'test_f1_score=0.040', 'test_acc=0.515', 'test_ppr=0.021', 'test_sen=0.600', 'test_spe=0.514', 'test_macc=0.557', 'test_g_mean=0.555']
['[4200,5000]', 'loss=0.483', 'test_acu=0.361', 'test_f1_score=0.040', 'test_acc=0.512', 'test_ppr=0.021', 'test_sen=0.600', 'test_spe=0.510', 'test_macc=0.555', 'test_g_mean=0.553']
