1 fold training
set gamma = -0.5
['[0,5000]', 'loss=0.953', 'test_acu=0.645', 'test_f1_score=0.059', 'test_acc=0.038', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.008', 'test_macc=0.504', 'test_g_mean=0.088']
['[100,5000]', 'loss=0.308', 'test_acu=0.512', 'test_f1_score=0.027', 'test_acc=0.455', 'test_ppr=0.014', 'test_sen=0.250', 'test_spe=0.461', 'test_macc=0.355', 'test_g_mean=0.339']
['[200,5000]', 'loss=0.090', 'test_acu=0.471', 'test_f1_score=0.059', 'test_acc=0.280', 'test_ppr=0.031', 'test_sen=0.750', 'test_spe=0.266', 'test_macc=0.508', 'test_g_mean=0.446']
['[300,5000]', 'loss=0.053', 'test_acu=0.451', 'test_f1_score=0.154', 'test_acc=0.917', 'test_ppr=0.111', 'test_sen=0.250', 'test_spe=0.938', 'test_macc=0.594', 'test_g_mean=0.484']
['[400,5000]', 'loss=0.052', 'test_acu=0.439', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[500,5000]', 'loss=0.053', 'test_acu=0.436', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[600,5000]', 'loss=0.053', 'test_acu=0.422', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[700,5000]', 'loss=0.053', 'test_acu=0.420', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[800,5000]', 'loss=0.053', 'test_acu=0.420', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[900,5000]', 'loss=0.053', 'test_acu=0.422', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1000,5000]', 'loss=0.053', 'test_acu=0.422', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1100,5000]', 'loss=0.053', 'test_acu=0.433', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1200,5000]', 'loss=0.053', 'test_acu=0.420', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1300,5000]', 'loss=0.053', 'test_acu=0.401', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1400,5000]', 'loss=0.053', 'test_acu=0.558', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1500,5000]', 'loss=0.053', 'test_acu=0.447', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1600,5000]', 'loss=0.053', 'test_acu=0.455', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1700,5000]', 'loss=0.053', 'test_acu=0.465', 'test_f1_score=0.044', 'test_acc=0.023', 'test_ppr=0.023', 'test_sen=0.750', 'test_spe=0.000', 'test_macc=0.375', 'test_g_mean=0.000']
['[1800,5000]', 'loss=0.053', 'test_acu=0.469', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1900,5000]', 'loss=0.053', 'test_acu=0.467', 'test_f1_score=0.067', 'test_acc=0.364', 'test_ppr=0.035', 'test_sen=0.750', 'test_spe=0.352', 'test_macc=0.551', 'test_g_mean=0.513']
['[2000,5000]', 'loss=0.053', 'test_acu=0.459', 'test_f1_score=0.045', 'test_acc=0.030', 'test_ppr=0.023', 'test_sen=0.750', 'test_spe=0.008', 'test_macc=0.379', 'test_g_mean=0.077']
['[2100,5000]', 'loss=0.053', 'test_acu=0.459', 'test_f1_score=0.047', 'test_acc=0.083', 'test_ppr=0.024', 'test_sen=0.750', 'test_spe=0.062', 'test_macc=0.406', 'test_g_mean=0.217']
['[2200,5000]', 'loss=0.053', 'test_acu=0.463', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[2300,5000]', 'loss=0.053', 'test_acu=0.795', 'test_f1_score=0.044', 'test_acc=0.023', 'test_ppr=0.023', 'test_sen=0.750', 'test_spe=0.000', 'test_macc=0.375', 'test_g_mean=0.000']
['[2400,5000]', 'loss=0.053', 'test_acu=0.461', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[2500,5000]', 'loss=0.053', 'test_acu=0.475', 'test_f1_score=0.114', 'test_acc=0.765', 'test_ppr=0.065', 'test_sen=0.500', 'test_spe=0.773', 'test_macc=0.637', 'test_g_mean=0.622']
['[2600,5000]', 'loss=0.053', 'test_acu=0.479', 'test_f1_score=0.045', 'test_acc=0.045', 'test_ppr=0.023', 'test_sen=0.750', 'test_spe=0.023', 'test_macc=0.387', 'test_g_mean=0.133']
['[2700,5000]', 'loss=0.053', 'test_acu=0.482', 'test_f1_score=0.052', 'test_acc=0.167', 'test_ppr=0.027', 'test_sen=0.750', 'test_spe=0.148', 'test_macc=0.449', 'test_g_mean=0.334']
['[2800,5000]', 'loss=0.053', 'test_acu=0.492', 'test_f1_score=0.091', 'test_acc=0.697', 'test_ppr=0.050', 'test_sen=0.500', 'test_spe=0.703', 'test_macc=0.602', 'test_g_mean=0.593']
['[2900,5000]', 'loss=0.053', 'test_acu=0.498', 'test_f1_score=0.046', 'test_acc=0.053', 'test_ppr=0.024', 'test_sen=0.750', 'test_spe=0.031', 'test_macc=0.391', 'test_g_mean=0.153']
['[3000,5000]', 'loss=0.053', 'test_acu=0.508', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[3100,5000]', 'loss=0.053', 'test_acu=0.514', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[3200,5000]', 'loss=0.053', 'test_acu=0.717', 'test_f1_score=0.045', 'test_acc=0.030', 'test_ppr=0.023', 'test_sen=0.750', 'test_spe=0.008', 'test_macc=0.379', 'test_g_mean=0.077']
['[3300,5000]', 'loss=0.053', 'test_acu=0.527', 'test_f1_score=0.000', 'test_acc=0.970', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=1.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[3400,5000]', 'loss=0.053', 'test_acu=0.531', 'test_f1_score=0.045', 'test_acc=0.030', 'test_ppr=0.023', 'test_sen=0.750', 'test_spe=0.008', 'test_macc=0.379', 'test_g_mean=0.077']
