1 fold training
['[0,5000]', 'loss=0.056', 'test_acu=0.555', 'test_f1_score=0.028', 'test_acc=0.014', 'test_ppr=0.014', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.028', 'test_acu=0.500', 'test_f1_score=0.017', 'test_acc=0.158', 'test_ppr=0.009', 'test_sen=0.500', 'test_spe=0.153', 'test_macc=0.327', 'test_g_mean=0.277']
['[200,5000]', 'loss=0.028', 'test_acu=0.518', 'test_f1_score=0.017', 'test_acc=0.151', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.146', 'test_macc=0.323', 'test_g_mean=0.270']
['[300,5000]', 'loss=0.028', 'test_acu=0.533', 'test_f1_score=0.016', 'test_acc=0.122', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.117', 'test_macc=0.308', 'test_g_mean=0.242']
['[400,5000]', 'loss=0.028', 'test_acu=0.558', 'test_f1_score=0.016', 'test_acc=0.122', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.117', 'test_macc=0.308', 'test_g_mean=0.242']
['[500,5000]', 'loss=0.028', 'test_acu=0.562', 'test_f1_score=0.016', 'test_acc=0.108', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.102', 'test_macc=0.301', 'test_g_mean=0.226']
['[600,5000]', 'loss=0.029', 'test_acu=0.566', 'test_f1_score=0.016', 'test_acc=0.108', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.102', 'test_macc=0.301', 'test_g_mean=0.226']
['[700,5000]', 'loss=0.029', 'test_acu=0.573', 'test_f1_score=0.016', 'test_acc=0.108', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.102', 'test_macc=0.301', 'test_g_mean=0.226']
['[800,5000]', 'loss=0.029', 'test_acu=0.573', 'test_f1_score=0.016', 'test_acc=0.108', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.102', 'test_macc=0.301', 'test_g_mean=0.226']
['[900,5000]', 'loss=0.029', 'test_acu=0.577', 'test_f1_score=0.016', 'test_acc=0.101', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.095', 'test_macc=0.297', 'test_g_mean=0.218']
['[1000,5000]', 'loss=0.029', 'test_acu=0.577', 'test_f1_score=0.016', 'test_acc=0.108', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.102', 'test_macc=0.301', 'test_g_mean=0.226']
['[1100,5000]', 'loss=0.029', 'test_acu=0.577', 'test_f1_score=0.016', 'test_acc=0.108', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.102', 'test_macc=0.301', 'test_g_mean=0.226']
['[1200,5000]', 'loss=0.029', 'test_acu=0.577', 'test_f1_score=0.016', 'test_acc=0.108', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.102', 'test_macc=0.301', 'test_g_mean=0.226']
