1 fold training
['[0,5000]', 'loss=0.580', 'test_acu=0.061', 'test_f1_score=0.057', 'test_acc=0.029', 'test_ppr=0.029', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.550', 'test_acu=0.091', 'test_f1_score=0.057', 'test_acc=0.029', 'test_ppr=0.029', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.530', 'test_acu=0.121', 'test_f1_score=0.057', 'test_acc=0.029', 'test_ppr=0.029', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[300,5000]', 'loss=0.518', 'test_acu=0.121', 'test_f1_score=0.059', 'test_acc=0.059', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.030', 'test_macc=0.515', 'test_g_mean=0.174']
['[400,5000]', 'loss=0.510', 'test_acu=0.152', 'test_f1_score=0.069', 'test_acc=0.206', 'test_ppr=0.036', 'test_sen=1.000', 'test_spe=0.182', 'test_macc=0.591', 'test_g_mean=0.426']
['[500,5000]', 'loss=0.505', 'test_acu=0.152', 'test_f1_score=0.074', 'test_acc=0.265', 'test_ppr=0.038', 'test_sen=1.000', 'test_spe=0.242', 'test_macc=0.621', 'test_g_mean=0.492']
['[600,5000]', 'loss=0.502', 'test_acu=0.152', 'test_f1_score=0.087', 'test_acc=0.382', 'test_ppr=0.045', 'test_sen=1.000', 'test_spe=0.364', 'test_macc=0.682', 'test_g_mean=0.603']
['[700,5000]', 'loss=0.500', 'test_acu=0.212', 'test_f1_score=0.091', 'test_acc=0.412', 'test_ppr=0.048', 'test_sen=1.000', 'test_spe=0.394', 'test_macc=0.697', 'test_g_mean=0.628']
['[800,5000]', 'loss=0.499', 'test_acu=0.212', 'test_f1_score=0.095', 'test_acc=0.441', 'test_ppr=0.050', 'test_sen=1.000', 'test_spe=0.424', 'test_macc=0.712', 'test_g_mean=0.651']
['[900,5000]', 'loss=0.498', 'test_acu=0.212', 'test_f1_score=0.105', 'test_acc=0.500', 'test_ppr=0.056', 'test_sen=1.000', 'test_spe=0.485', 'test_macc=0.742', 'test_g_mean=0.696']
['[1000,5000]', 'loss=0.497', 'test_acu=0.212', 'test_f1_score=0.111', 'test_acc=0.529', 'test_ppr=0.059', 'test_sen=1.000', 'test_spe=0.515', 'test_macc=0.758', 'test_g_mean=0.718']
['[1100,5000]', 'loss=0.497', 'test_acu=0.212', 'test_f1_score=0.118', 'test_acc=0.559', 'test_ppr=0.062', 'test_sen=1.000', 'test_spe=0.545', 'test_macc=0.773', 'test_g_mean=0.739']
['[1200,5000]', 'loss=0.496', 'test_acu=0.212', 'test_f1_score=0.118', 'test_acc=0.559', 'test_ppr=0.062', 'test_sen=1.000', 'test_spe=0.545', 'test_macc=0.773', 'test_g_mean=0.739']
['[1300,5000]', 'loss=0.496', 'test_acu=0.212', 'test_f1_score=0.125', 'test_acc=0.588', 'test_ppr=0.067', 'test_sen=1.000', 'test_spe=0.576', 'test_macc=0.788', 'test_g_mean=0.759']
['[1400,5000]', 'loss=0.495', 'test_acu=0.212', 'test_f1_score=0.125', 'test_acc=0.588', 'test_ppr=0.067', 'test_sen=1.000', 'test_spe=0.576', 'test_macc=0.788', 'test_g_mean=0.759']
['[1500,5000]', 'loss=0.495', 'test_acu=0.212', 'test_f1_score=0.133', 'test_acc=0.618', 'test_ppr=0.071', 'test_sen=1.000', 'test_spe=0.606', 'test_macc=0.803', 'test_g_mean=0.778']
['[1600,5000]', 'loss=0.495', 'test_acu=0.212', 'test_f1_score=0.133', 'test_acc=0.618', 'test_ppr=0.071', 'test_sen=1.000', 'test_spe=0.606', 'test_macc=0.803', 'test_g_mean=0.778']
['[1700,5000]', 'loss=0.495', 'test_acu=0.212', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[1800,5000]', 'loss=0.494', 'test_acu=0.212', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[1900,5000]', 'loss=0.494', 'test_acu=0.212', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2000,5000]', 'loss=0.494', 'test_acu=0.212', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2100,5000]', 'loss=0.493', 'test_acu=0.212', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2200,5000]', 'loss=0.493', 'test_acu=0.212', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2300,5000]', 'loss=0.493', 'test_acu=0.273', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2400,5000]', 'loss=0.493', 'test_acu=0.273', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2500,5000]', 'loss=0.492', 'test_acu=0.273', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2600,5000]', 'loss=0.492', 'test_acu=0.273', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2700,5000]', 'loss=0.492', 'test_acu=0.273', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2800,5000]', 'loss=0.491', 'test_acu=0.303', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[2900,5000]', 'loss=0.491', 'test_acu=0.303', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[3000,5000]', 'loss=0.491', 'test_acu=0.303', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[3100,5000]', 'loss=0.490', 'test_acu=0.303', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[3200,5000]', 'loss=0.490', 'test_acu=0.303', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[3300,5000]', 'loss=0.490', 'test_acu=0.303', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[3400,5000]', 'loss=0.490', 'test_acu=0.303', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[3500,5000]', 'loss=0.489', 'test_acu=0.303', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
['[3600,5000]', 'loss=0.489', 'test_acu=0.303', 'test_f1_score=0.143', 'test_acc=0.647', 'test_ppr=0.077', 'test_sen=1.000', 'test_spe=0.636', 'test_macc=0.818', 'test_g_mean=0.798']
