1 fold training
['[0,5000]', 'loss=0.056', 'test_acu=0.662', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.044', 'test_acu=0.690', 'test_f1_score=0.022', 'test_acc=0.028', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.017', 'test_macc=0.259', 'test_g_mean=0.092']
['[200,5000]', 'loss=0.044', 'test_acu=0.693', 'test_f1_score=0.023', 'test_acc=0.039', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.028', 'test_macc=0.264', 'test_g_mean=0.119']
['[300,5000]', 'loss=0.044', 'test_acu=0.682', 'test_f1_score=0.023', 'test_acc=0.044', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.034', 'test_macc=0.267', 'test_g_mean=0.131']
['[400,5000]', 'loss=0.044', 'test_acu=0.668', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[500,5000]', 'loss=0.044', 'test_acu=0.649', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[600,5000]', 'loss=0.044', 'test_acu=0.639', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[700,5000]', 'loss=0.044', 'test_acu=0.625', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[800,5000]', 'loss=0.044', 'test_acu=0.618', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[900,5000]', 'loss=0.044', 'test_acu=0.608', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1000,5000]', 'loss=0.044', 'test_acu=0.599', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1100,5000]', 'loss=0.044', 'test_acu=0.592', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1200,5000]', 'loss=0.044', 'test_acu=0.589', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1300,5000]', 'loss=0.044', 'test_acu=0.585', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1400,5000]', 'loss=0.044', 'test_acu=0.584', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1500,5000]', 'loss=0.044', 'test_acu=0.581', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1600,5000]', 'loss=0.044', 'test_acu=0.580', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1700,5000]', 'loss=0.044', 'test_acu=0.575', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1800,5000]', 'loss=0.044', 'test_acu=0.575', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[1900,5000]', 'loss=0.044', 'test_acu=0.571', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2000,5000]', 'loss=0.044', 'test_acu=0.570', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2100,5000]', 'loss=0.044', 'test_acu=0.568', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2200,5000]', 'loss=0.044', 'test_acu=0.567', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2300,5000]', 'loss=0.044', 'test_acu=0.565', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2400,5000]', 'loss=0.044', 'test_acu=0.565', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2500,5000]', 'loss=0.044', 'test_acu=0.565', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2600,5000]', 'loss=0.044', 'test_acu=0.564', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2700,5000]', 'loss=0.044', 'test_acu=0.562', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2800,5000]', 'loss=0.044', 'test_acu=0.561', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[2900,5000]', 'loss=0.044', 'test_acu=0.560', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3000,5000]', 'loss=0.044', 'test_acu=0.558', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3100,5000]', 'loss=0.044', 'test_acu=0.558', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3200,5000]', 'loss=0.044', 'test_acu=0.558', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3300,5000]', 'loss=0.044', 'test_acu=0.557', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3400,5000]', 'loss=0.044', 'test_acu=0.553', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3500,5000]', 'loss=0.044', 'test_acu=0.553', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3600,5000]', 'loss=0.044', 'test_acu=0.553', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3700,5000]', 'loss=0.044', 'test_acu=0.553', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3800,5000]', 'loss=0.044', 'test_acu=0.553', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[3900,5000]', 'loss=0.044', 'test_acu=0.553', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[4000,5000]', 'loss=0.044', 'test_acu=0.553', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[4100,5000]', 'loss=0.044', 'test_acu=0.553', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[4200,5000]', 'loss=0.044', 'test_acu=0.553', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[4300,5000]', 'loss=0.044', 'test_acu=0.548', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[4400,5000]', 'loss=0.044', 'test_acu=0.548', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[4500,5000]', 'loss=0.044', 'test_acu=0.548', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
['[4600,5000]', 'loss=0.044', 'test_acu=0.548', 'test_f1_score=0.023', 'test_acc=0.050', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.040', 'test_macc=0.270', 'test_g_mean=0.141']
