1 fold training
['[0,5000]', 'loss=0.681', 'test_acu=0.414', 'test_f1_score=0.034', 'test_acc=0.242', 'test_ppr=0.018', 'test_sen=0.800', 'test_spe=0.233', 'test_macc=0.516', 'test_g_mean=0.432']
['[100,5000]', 'loss=0.627', 'test_acu=0.401', 'test_f1_score=0.034', 'test_acc=0.239', 'test_ppr=0.017', 'test_sen=0.800', 'test_spe=0.229', 'test_macc=0.515', 'test_g_mean=0.428']
['[200,5000]', 'loss=0.580', 'test_acu=0.403', 'test_f1_score=0.037', 'test_acc=0.306', 'test_ppr=0.019', 'test_sen=0.800', 'test_spe=0.298', 'test_macc=0.549', 'test_g_mean=0.488']
['[300,5000]', 'loss=0.548', 'test_acu=0.410', 'test_f1_score=0.043', 'test_acc=0.394', 'test_ppr=0.022', 'test_sen=0.800', 'test_spe=0.387', 'test_macc=0.593', 'test_g_mean=0.556']
['[400,5000]', 'loss=0.529', 'test_acu=0.425', 'test_f1_score=0.037', 'test_acc=0.471', 'test_ppr=0.019', 'test_sen=0.600', 'test_spe=0.469', 'test_macc=0.535', 'test_g_mean=0.531']
['[500,5000]', 'loss=0.519', 'test_acu=0.461', 'test_f1_score=0.028', 'test_acc=0.535', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.538', 'test_macc=0.469', 'test_g_mean=0.464']
['[600,5000]', 'loss=0.513', 'test_acu=0.487', 'test_f1_score=0.030', 'test_acc=0.566', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.568', 'test_macc=0.484', 'test_g_mean=0.477']
['[700,5000]', 'loss=0.510', 'test_acu=0.497', 'test_f1_score=0.032', 'test_acc=0.593', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.596', 'test_macc=0.498', 'test_g_mean=0.488']
['[800,5000]', 'loss=0.508', 'test_acu=0.506', 'test_f1_score=0.034', 'test_acc=0.613', 'test_ppr=0.018', 'test_sen=0.400', 'test_spe=0.616', 'test_macc=0.508', 'test_g_mean=0.497']
['[900,5000]', 'loss=0.507', 'test_acu=0.516', 'test_f1_score=0.034', 'test_acc=0.623', 'test_ppr=0.018', 'test_sen=0.400', 'test_spe=0.627', 'test_macc=0.513', 'test_g_mean=0.501']
['[1000,5000]', 'loss=0.506', 'test_acu=0.519', 'test_f1_score=0.035', 'test_acc=0.626', 'test_ppr=0.018', 'test_sen=0.400', 'test_spe=0.630', 'test_macc=0.515', 'test_g_mean=0.502']
['[1100,5000]', 'loss=0.505', 'test_acu=0.521', 'test_f1_score=0.035', 'test_acc=0.633', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.637', 'test_macc=0.518', 'test_g_mean=0.505']
['[1200,5000]', 'loss=0.504', 'test_acu=0.525', 'test_f1_score=0.036', 'test_acc=0.636', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.640', 'test_macc=0.520', 'test_g_mean=0.506']
['[1300,5000]', 'loss=0.503', 'test_acu=0.527', 'test_f1_score=0.036', 'test_acc=0.636', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.640', 'test_macc=0.520', 'test_g_mean=0.506']
['[1400,5000]', 'loss=0.503', 'test_acu=0.530', 'test_f1_score=0.036', 'test_acc=0.640', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.644', 'test_macc=0.522', 'test_g_mean=0.507']
['[1500,5000]', 'loss=0.502', 'test_acu=0.533', 'test_f1_score=0.036', 'test_acc=0.636', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.640', 'test_macc=0.520', 'test_g_mean=0.506']
['[1600,5000]', 'loss=0.501', 'test_acu=0.536', 'test_f1_score=0.035', 'test_acc=0.633', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.637', 'test_macc=0.518', 'test_g_mean=0.505']
['[1700,5000]', 'loss=0.501', 'test_acu=0.539', 'test_f1_score=0.035', 'test_acc=0.633', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.637', 'test_macc=0.518', 'test_g_mean=0.505']
['[1800,5000]', 'loss=0.500', 'test_acu=0.542', 'test_f1_score=0.035', 'test_acc=0.633', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.637', 'test_macc=0.518', 'test_g_mean=0.505']
['[1900,5000]', 'loss=0.499', 'test_acu=0.541', 'test_f1_score=0.036', 'test_acc=0.636', 'test_ppr=0.019', 'test_sen=0.400', 'test_spe=0.640', 'test_macc=0.520', 'test_g_mean=0.506']
['[2000,5000]', 'loss=0.499', 'test_acu=0.542', 'test_f1_score=0.035', 'test_acc=0.630', 'test_ppr=0.018', 'test_sen=0.400', 'test_spe=0.634', 'test_macc=0.517', 'test_g_mean=0.503']
['[2100,5000]', 'loss=0.498', 'test_acu=0.544', 'test_f1_score=0.035', 'test_acc=0.626', 'test_ppr=0.018', 'test_sen=0.400', 'test_spe=0.630', 'test_macc=0.515', 'test_g_mean=0.502']
['[2200,5000]', 'loss=0.497', 'test_acu=0.545', 'test_f1_score=0.034', 'test_acc=0.613', 'test_ppr=0.018', 'test_sen=0.400', 'test_spe=0.616', 'test_macc=0.508', 'test_g_mean=0.497']
['[2300,5000]', 'loss=0.497', 'test_acu=0.545', 'test_f1_score=0.033', 'test_acc=0.609', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.613', 'test_macc=0.507', 'test_g_mean=0.495']
['[2400,5000]', 'loss=0.496', 'test_acu=0.546', 'test_f1_score=0.033', 'test_acc=0.599', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.603', 'test_macc=0.501', 'test_g_mean=0.491']
['[2500,5000]', 'loss=0.496', 'test_acu=0.549', 'test_f1_score=0.032', 'test_acc=0.593', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.596', 'test_macc=0.498', 'test_g_mean=0.488']
['[2600,5000]', 'loss=0.495', 'test_acu=0.549', 'test_f1_score=0.031', 'test_acc=0.579', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.582', 'test_macc=0.491', 'test_g_mean=0.483']
['[2700,5000]', 'loss=0.495', 'test_acu=0.548', 'test_f1_score=0.030', 'test_acc=0.569', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.572', 'test_macc=0.486', 'test_g_mean=0.478']
['[2800,5000]', 'loss=0.494', 'test_acu=0.549', 'test_f1_score=0.029', 'test_acc=0.556', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.558', 'test_macc=0.479', 'test_g_mean=0.473']
['[2900,5000]', 'loss=0.494', 'test_acu=0.551', 'test_f1_score=0.029', 'test_acc=0.552', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.555', 'test_macc=0.477', 'test_g_mean=0.471']
['[3000,5000]', 'loss=0.493', 'test_acu=0.552', 'test_f1_score=0.029', 'test_acc=0.545', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.548', 'test_macc=0.474', 'test_g_mean=0.468']
['[3100,5000]', 'loss=0.493', 'test_acu=0.553', 'test_f1_score=0.029', 'test_acc=0.545', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.548', 'test_macc=0.474', 'test_g_mean=0.468']
['[3200,5000]', 'loss=0.492', 'test_acu=0.553', 'test_f1_score=0.028', 'test_acc=0.539', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.541', 'test_macc=0.471', 'test_g_mean=0.465']
['[3300,5000]', 'loss=0.492', 'test_acu=0.554', 'test_f1_score=0.028', 'test_acc=0.525', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.527', 'test_macc=0.464', 'test_g_mean=0.459']
['[3400,5000]', 'loss=0.491', 'test_acu=0.555', 'test_f1_score=0.028', 'test_acc=0.525', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.527', 'test_macc=0.464', 'test_g_mean=0.459']
['[3500,5000]', 'loss=0.491', 'test_acu=0.555', 'test_f1_score=0.028', 'test_acc=0.525', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.527', 'test_macc=0.464', 'test_g_mean=0.459']
['[3600,5000]', 'loss=0.491', 'test_acu=0.555', 'test_f1_score=0.028', 'test_acc=0.525', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.527', 'test_macc=0.464', 'test_g_mean=0.459']
['[3700,5000]', 'loss=0.490', 'test_acu=0.555', 'test_f1_score=0.027', 'test_acc=0.522', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.524', 'test_macc=0.462', 'test_g_mean=0.458']
['[3800,5000]', 'loss=0.490', 'test_acu=0.557', 'test_f1_score=0.028', 'test_acc=0.525', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.527', 'test_macc=0.464', 'test_g_mean=0.459']
['[3900,5000]', 'loss=0.489', 'test_acu=0.558', 'test_f1_score=0.027', 'test_acc=0.522', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.524', 'test_macc=0.462', 'test_g_mean=0.458']
['[4000,5000]', 'loss=0.489', 'test_acu=0.561', 'test_f1_score=0.027', 'test_acc=0.519', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.521', 'test_macc=0.460', 'test_g_mean=0.456']
['[4100,5000]', 'loss=0.489', 'test_acu=0.562', 'test_f1_score=0.027', 'test_acc=0.522', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.524', 'test_macc=0.462', 'test_g_mean=0.458']
['[4200,5000]', 'loss=0.488', 'test_acu=0.561', 'test_f1_score=0.027', 'test_acc=0.519', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.521', 'test_macc=0.460', 'test_g_mean=0.456']
['[4300,5000]', 'loss=0.488', 'test_acu=0.561', 'test_f1_score=0.027', 'test_acc=0.519', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.521', 'test_macc=0.460', 'test_g_mean=0.456']
['[4400,5000]', 'loss=0.487', 'test_acu=0.565', 'test_f1_score=0.027', 'test_acc=0.515', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.517', 'test_macc=0.459', 'test_g_mean=0.455']
['[4500,5000]', 'loss=0.487', 'test_acu=0.564', 'test_f1_score=0.027', 'test_acc=0.515', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.517', 'test_macc=0.459', 'test_g_mean=0.455']
['[4600,5000]', 'loss=0.487', 'test_acu=0.567', 'test_f1_score=0.027', 'test_acc=0.515', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.517', 'test_macc=0.459', 'test_g_mean=0.455']
['[4700,5000]', 'loss=0.486', 'test_acu=0.568', 'test_f1_score=0.027', 'test_acc=0.515', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.517', 'test_macc=0.459', 'test_g_mean=0.455']
['[4800,5000]', 'loss=0.486', 'test_acu=0.568', 'test_f1_score=0.027', 'test_acc=0.515', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.517', 'test_macc=0.459', 'test_g_mean=0.455']
['[4900,5000]', 'loss=0.486', 'test_acu=0.568', 'test_f1_score=0.027', 'test_acc=0.515', 'test_ppr=0.014', 'test_sen=0.400', 'test_spe=0.517', 'test_macc=0.459', 'test_g_mean=0.455']
2 fold training
['[0,5000]', 'loss=0.661', 'test_acu=0.329', 'test_f1_score=0.032', 'test_acc=0.192', 'test_ppr=0.016', 'test_sen=0.800', 'test_spe=0.182', 'test_macc=0.491', 'test_g_mean=0.381']
['[100,5000]', 'loss=0.614', 'test_acu=0.312', 'test_f1_score=0.033', 'test_acc=0.202', 'test_ppr=0.017', 'test_sen=0.800', 'test_spe=0.192', 'test_macc=0.496', 'test_g_mean=0.392']
['[200,5000]', 'loss=0.574', 'test_acu=0.307', 'test_f1_score=0.034', 'test_acc=0.229', 'test_ppr=0.017', 'test_sen=0.800', 'test_spe=0.219', 'test_macc=0.510', 'test_g_mean=0.419']
['[300,5000]', 'loss=0.546', 'test_acu=0.304', 'test_f1_score=0.038', 'test_acc=0.323', 'test_ppr=0.020', 'test_sen=0.800', 'test_spe=0.315', 'test_macc=0.558', 'test_g_mean=0.502']
['[400,5000]', 'loss=0.529', 'test_acu=0.299', 'test_f1_score=0.043', 'test_acc=0.397', 'test_ppr=0.022', 'test_sen=0.800', 'test_spe=0.390', 'test_macc=0.595', 'test_g_mean=0.559']
['[500,5000]', 'loss=0.519', 'test_acu=0.297', 'test_f1_score=0.048', 'test_acc=0.471', 'test_ppr=0.025', 'test_sen=0.800', 'test_spe=0.466', 'test_macc=0.633', 'test_g_mean=0.610']
['[600,5000]', 'loss=0.514', 'test_acu=0.294', 'test_f1_score=0.052', 'test_acc=0.512', 'test_ppr=0.027', 'test_sen=0.800', 'test_spe=0.507', 'test_macc=0.653', 'test_g_mean=0.637']
['[700,5000]', 'loss=0.511', 'test_acu=0.294', 'test_f1_score=0.055', 'test_acc=0.539', 'test_ppr=0.029', 'test_sen=0.800', 'test_spe=0.534', 'test_macc=0.667', 'test_g_mean=0.654']
['[800,5000]', 'loss=0.510', 'test_acu=0.297', 'test_f1_score=0.058', 'test_acc=0.562', 'test_ppr=0.030', 'test_sen=0.800', 'test_spe=0.558', 'test_macc=0.679', 'test_g_mean=0.668']
['[900,5000]', 'loss=0.509', 'test_acu=0.299', 'test_f1_score=0.058', 'test_acc=0.566', 'test_ppr=0.030', 'test_sen=0.800', 'test_spe=0.562', 'test_macc=0.681', 'test_g_mean=0.670']
