1 fold training
['[0,5000]', 'loss=0.576', 'test_acu=0.936', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.533', 'test_acu=0.888', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.505', 'test_acu=0.845', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[300,5000]', 'loss=0.490', 'test_acu=0.818', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[400,5000]', 'loss=0.481', 'test_acu=0.808', 'test_f1_score=0.033', 'test_acc=0.017', 'test_ppr=0.017', 'test_sen=0.750', 'test_spe=0.000', 'test_macc=0.375', 'test_g_mean=0.000']
['[500,5000]', 'loss=0.477', 'test_acu=0.804', 'test_f1_score=0.022', 'test_acc=0.017', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.006', 'test_macc=0.253', 'test_g_mean=0.053']
['[600,5000]', 'loss=0.474', 'test_acu=0.807', 'test_f1_score=0.022', 'test_acc=0.017', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.006', 'test_macc=0.253', 'test_g_mean=0.053']
['[700,5000]', 'loss=0.472', 'test_acu=0.817', 'test_f1_score=0.022', 'test_acc=0.033', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.023', 'test_macc=0.261', 'test_g_mean=0.107']
['[800,5000]', 'loss=0.471', 'test_acu=0.821', 'test_f1_score=0.023', 'test_acc=0.044', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.034', 'test_macc=0.267', 'test_g_mean=0.131']
['[900,5000]', 'loss=0.470', 'test_acu=0.832', 'test_f1_score=0.024', 'test_acc=0.078', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.068', 'test_macc=0.284', 'test_g_mean=0.185']
['[1000,5000]', 'loss=0.469', 'test_acu=0.839', 'test_f1_score=0.024', 'test_acc=0.106', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.097', 'test_macc=0.298', 'test_g_mean=0.220']
['[1100,5000]', 'loss=0.468', 'test_acu=0.855', 'test_f1_score=0.025', 'test_acc=0.139', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.131', 'test_macc=0.315', 'test_g_mean=0.256']
['[1200,5000]', 'loss=0.467', 'test_acu=0.859', 'test_f1_score=0.026', 'test_acc=0.161', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.153', 'test_macc=0.327', 'test_g_mean=0.277']
['[1300,5000]', 'loss=0.467', 'test_acu=0.868', 'test_f1_score=0.013', 'test_acc=0.167', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.165', 'test_macc=0.207', 'test_g_mean=0.203']
['[1400,5000]', 'loss=0.466', 'test_acu=0.872', 'test_f1_score=0.013', 'test_acc=0.172', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.170', 'test_macc=0.210', 'test_g_mean=0.206']
['[1500,5000]', 'loss=0.465', 'test_acu=0.882', 'test_f1_score=0.014', 'test_acc=0.189', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.188', 'test_macc=0.219', 'test_g_mean=0.217']
['[1600,5000]', 'loss=0.465', 'test_acu=0.885', 'test_f1_score=0.014', 'test_acc=0.194', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.193', 'test_macc=0.222', 'test_g_mean=0.220']
['[1700,5000]', 'loss=0.464', 'test_acu=0.895', 'test_f1_score=0.014', 'test_acc=0.211', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.210', 'test_macc=0.230', 'test_g_mean=0.229']
['[1800,5000]', 'loss=0.464', 'test_acu=0.899', 'test_f1_score=0.014', 'test_acc=0.217', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.216', 'test_macc=0.233', 'test_g_mean=0.232']
['[1900,5000]', 'loss=0.463', 'test_acu=0.905', 'test_f1_score=0.014', 'test_acc=0.228', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.227', 'test_macc=0.239', 'test_g_mean=0.238']
['[2000,5000]', 'loss=0.462', 'test_acu=0.908', 'test_f1_score=0.014', 'test_acc=0.228', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.227', 'test_macc=0.239', 'test_g_mean=0.238']
['[2100,5000]', 'loss=0.462', 'test_acu=0.909', 'test_f1_score=0.014', 'test_acc=0.228', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.227', 'test_macc=0.239', 'test_g_mean=0.238']
['[2200,5000]', 'loss=0.461', 'test_acu=0.911', 'test_f1_score=0.014', 'test_acc=0.228', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.227', 'test_macc=0.239', 'test_g_mean=0.238']
['[2300,5000]', 'loss=0.461', 'test_acu=0.913', 'test_f1_score=0.014', 'test_acc=0.228', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.227', 'test_macc=0.239', 'test_g_mean=0.238']
['[2400,5000]', 'loss=0.460', 'test_acu=0.913', 'test_f1_score=0.014', 'test_acc=0.228', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.227', 'test_macc=0.239', 'test_g_mean=0.238']
['[2500,5000]', 'loss=0.460', 'test_acu=0.915', 'test_f1_score=0.014', 'test_acc=0.228', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.227', 'test_macc=0.239', 'test_g_mean=0.238']
['[2600,5000]', 'loss=0.459', 'test_acu=0.915', 'test_f1_score=0.014', 'test_acc=0.217', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.216', 'test_macc=0.233', 'test_g_mean=0.232']
['[2700,5000]', 'loss=0.459', 'test_acu=0.915', 'test_f1_score=0.014', 'test_acc=0.206', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.205', 'test_macc=0.227', 'test_g_mean=0.226']
['[2800,5000]', 'loss=0.458', 'test_acu=0.915', 'test_f1_score=0.014', 'test_acc=0.206', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.205', 'test_macc=0.227', 'test_g_mean=0.226']
['[2900,5000]', 'loss=0.458', 'test_acu=0.915', 'test_f1_score=0.014', 'test_acc=0.200', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.199', 'test_macc=0.224', 'test_g_mean=0.223']
['[3000,5000]', 'loss=0.457', 'test_acu=0.915', 'test_f1_score=0.014', 'test_acc=0.200', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.199', 'test_macc=0.224', 'test_g_mean=0.223']
['[3100,5000]', 'loss=0.457', 'test_acu=0.915', 'test_f1_score=0.014', 'test_acc=0.200', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.199', 'test_macc=0.224', 'test_g_mean=0.223']
['[3200,5000]', 'loss=0.456', 'test_acu=0.915', 'test_f1_score=0.014', 'test_acc=0.194', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.193', 'test_macc=0.222', 'test_g_mean=0.220']
['[3300,5000]', 'loss=0.456', 'test_acu=0.916', 'test_f1_score=0.014', 'test_acc=0.189', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.188', 'test_macc=0.219', 'test_g_mean=0.217']
['[3400,5000]', 'loss=0.455', 'test_acu=0.916', 'test_f1_score=0.013', 'test_acc=0.183', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.182', 'test_macc=0.216', 'test_g_mean=0.213']
['[3500,5000]', 'loss=0.455', 'test_acu=0.918', 'test_f1_score=0.013', 'test_acc=0.178', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.176', 'test_macc=0.213', 'test_g_mean=0.210']
['[3600,5000]', 'loss=0.454', 'test_acu=0.919', 'test_f1_score=0.013', 'test_acc=0.178', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.176', 'test_macc=0.213', 'test_g_mean=0.210']
['[3700,5000]', 'loss=0.454', 'test_acu=0.919', 'test_f1_score=0.013', 'test_acc=0.178', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.176', 'test_macc=0.213', 'test_g_mean=0.210']
['[3800,5000]', 'loss=0.454', 'test_acu=0.919', 'test_f1_score=0.013', 'test_acc=0.178', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.176', 'test_macc=0.213', 'test_g_mean=0.210']
['[3900,5000]', 'loss=0.453', 'test_acu=0.919', 'test_f1_score=0.013', 'test_acc=0.172', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.170', 'test_macc=0.210', 'test_g_mean=0.206']
['[4000,5000]', 'loss=0.453', 'test_acu=0.916', 'test_f1_score=0.013', 'test_acc=0.167', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.165', 'test_macc=0.207', 'test_g_mean=0.203']
['[4100,5000]', 'loss=0.452', 'test_acu=0.915', 'test_f1_score=0.013', 'test_acc=0.167', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.165', 'test_macc=0.207', 'test_g_mean=0.203']
['[4200,5000]', 'loss=0.452', 'test_acu=0.915', 'test_f1_score=0.013', 'test_acc=0.161', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.159', 'test_macc=0.205', 'test_g_mean=0.199']
['[4300,5000]', 'loss=0.451', 'test_acu=0.915', 'test_f1_score=0.013', 'test_acc=0.156', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.153', 'test_macc=0.202', 'test_g_mean=0.196']
['[4400,5000]', 'loss=0.451', 'test_acu=0.915', 'test_f1_score=0.013', 'test_acc=0.150', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.148', 'test_macc=0.199', 'test_g_mean=0.192']
['[4500,5000]', 'loss=0.451', 'test_acu=0.915', 'test_f1_score=0.013', 'test_acc=0.150', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.148', 'test_macc=0.199', 'test_g_mean=0.192']
['[4600,5000]', 'loss=0.450', 'test_acu=0.912', 'test_f1_score=0.013', 'test_acc=0.150', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.148', 'test_macc=0.199', 'test_g_mean=0.192']
['[4700,5000]', 'loss=0.450', 'test_acu=0.912', 'test_f1_score=0.013', 'test_acc=0.150', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.148', 'test_macc=0.199', 'test_g_mean=0.192']
['[4800,5000]', 'loss=0.449', 'test_acu=0.912', 'test_f1_score=0.013', 'test_acc=0.144', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.142', 'test_macc=0.196', 'test_g_mean=0.188']
['[4900,5000]', 'loss=0.449', 'test_acu=0.909', 'test_f1_score=0.013', 'test_acc=0.139', 'test_ppr=0.007', 'test_sen=0.250', 'test_spe=0.136', 'test_macc=0.193', 'test_g_mean=0.185']
2 fold training
['[0,5000]', 'loss=0.591', 'test_acu=0.967', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
