1 fold training
['[0,5000]', 'loss=0.617', 'test_acu=0.634', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.589', 'test_acu=0.639', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.564', 'test_acu=0.637', 'test_f1_score=0.043', 'test_acc=0.049', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.028', 'test_macc=0.514', 'test_g_mean=0.168']
['[300,5000]', 'loss=0.543', 'test_acu=0.615', 'test_f1_score=0.044', 'test_acc=0.068', 'test_ppr=0.023', 'test_sen=1.000', 'test_spe=0.047', 'test_macc=0.524', 'test_g_mean=0.217']
['[400,5000]', 'loss=0.527', 'test_acu=0.577', 'test_f1_score=0.040', 'test_acc=0.108', 'test_ppr=0.020', 'test_sen=0.857', 'test_spe=0.091', 'test_macc=0.474', 'test_g_mean=0.280']
['[500,5000]', 'loss=0.514', 'test_acu=0.552', 'test_f1_score=0.041', 'test_acc=0.142', 'test_ppr=0.021', 'test_sen=0.857', 'test_spe=0.126', 'test_macc=0.491', 'test_g_mean=0.328']
['[600,5000]', 'loss=0.505', 'test_acu=0.535', 'test_f1_score=0.043', 'test_acc=0.182', 'test_ppr=0.022', 'test_sen=0.857', 'test_spe=0.167', 'test_macc=0.512', 'test_g_mean=0.378']
['[700,5000]', 'loss=0.498', 'test_acu=0.527', 'test_f1_score=0.038', 'test_acc=0.218', 'test_ppr=0.019', 'test_sen=0.714', 'test_spe=0.208', 'test_macc=0.461', 'test_g_mean=0.385']
['[800,5000]', 'loss=0.493', 'test_acu=0.525', 'test_f1_score=0.039', 'test_acc=0.243', 'test_ppr=0.020', 'test_sen=0.714', 'test_spe=0.233', 'test_macc=0.473', 'test_g_mean=0.408']
['[900,5000]', 'loss=0.490', 'test_acu=0.527', 'test_f1_score=0.033', 'test_acc=0.274', 'test_ppr=0.017', 'test_sen=0.571', 'test_spe=0.267', 'test_macc=0.419', 'test_g_mean=0.391']
['[1000,5000]', 'loss=0.488', 'test_acu=0.531', 'test_f1_score=0.034', 'test_acc=0.298', 'test_ppr=0.017', 'test_sen=0.571', 'test_spe=0.292', 'test_macc=0.432', 'test_g_mean=0.409']
['[1100,5000]', 'loss=0.486', 'test_acu=0.537', 'test_f1_score=0.035', 'test_acc=0.320', 'test_ppr=0.018', 'test_sen=0.571', 'test_spe=0.314', 'test_macc=0.443', 'test_g_mean=0.424']
['[1200,5000]', 'loss=0.485', 'test_acu=0.542', 'test_f1_score=0.036', 'test_acc=0.335', 'test_ppr=0.018', 'test_sen=0.571', 'test_spe=0.330', 'test_macc=0.451', 'test_g_mean=0.434']
['[1300,5000]', 'loss=0.485', 'test_acu=0.549', 'test_f1_score=0.037', 'test_acc=0.360', 'test_ppr=0.019', 'test_sen=0.571', 'test_spe=0.355', 'test_macc=0.463', 'test_g_mean=0.451']
['[1400,5000]', 'loss=0.484', 'test_acu=0.562', 'test_f1_score=0.038', 'test_acc=0.378', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.374', 'test_macc=0.473', 'test_g_mean=0.462']
['[1500,5000]', 'loss=0.484', 'test_acu=0.569', 'test_f1_score=0.038', 'test_acc=0.382', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.377', 'test_macc=0.474', 'test_g_mean=0.464']
['[1600,5000]', 'loss=0.483', 'test_acu=0.576', 'test_f1_score=0.039', 'test_acc=0.397', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.393', 'test_macc=0.482', 'test_g_mean=0.474']
['[1700,5000]', 'loss=0.483', 'test_acu=0.583', 'test_f1_score=0.040', 'test_acc=0.406', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.403', 'test_macc=0.487', 'test_g_mean=0.480']
['[1800,5000]', 'loss=0.483', 'test_acu=0.588', 'test_f1_score=0.040', 'test_acc=0.409', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.406', 'test_macc=0.489', 'test_g_mean=0.481']
['[1900,5000]', 'loss=0.483', 'test_acu=0.596', 'test_f1_score=0.040', 'test_acc=0.412', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.409', 'test_macc=0.490', 'test_g_mean=0.483']
['[2000,5000]', 'loss=0.483', 'test_acu=0.601', 'test_f1_score=0.040', 'test_acc=0.415', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.412', 'test_macc=0.492', 'test_g_mean=0.485']
['[2100,5000]', 'loss=0.482', 'test_acu=0.607', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[2200,5000]', 'loss=0.482', 'test_acu=0.614', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[2300,5000]', 'loss=0.482', 'test_acu=0.616', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[2400,5000]', 'loss=0.482', 'test_acu=0.620', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[2500,5000]', 'loss=0.481', 'test_acu=0.624', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[2600,5000]', 'loss=0.481', 'test_acu=0.627', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[2700,5000]', 'loss=0.481', 'test_acu=0.630', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[2800,5000]', 'loss=0.481', 'test_acu=0.630', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[2900,5000]', 'loss=0.481', 'test_acu=0.632', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[3000,5000]', 'loss=0.480', 'test_acu=0.633', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[3100,5000]', 'loss=0.480', 'test_acu=0.634', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[3200,5000]', 'loss=0.480', 'test_acu=0.636', 'test_f1_score=0.040', 'test_acc=0.415', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.412', 'test_macc=0.492', 'test_g_mean=0.485']
['[3300,5000]', 'loss=0.480', 'test_acu=0.636', 'test_f1_score=0.040', 'test_acc=0.415', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.412', 'test_macc=0.492', 'test_g_mean=0.485']
['[3400,5000]', 'loss=0.479', 'test_acu=0.637', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[3500,5000]', 'loss=0.479', 'test_acu=0.637', 'test_f1_score=0.041', 'test_acc=0.418', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.415', 'test_macc=0.493', 'test_g_mean=0.487']
['[3600,5000]', 'loss=0.479', 'test_acu=0.637', 'test_f1_score=0.041', 'test_acc=0.418', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.415', 'test_macc=0.493', 'test_g_mean=0.487']
['[3700,5000]', 'loss=0.479', 'test_acu=0.637', 'test_f1_score=0.041', 'test_acc=0.418', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.415', 'test_macc=0.493', 'test_g_mean=0.487']
['[3800,5000]', 'loss=0.478', 'test_acu=0.638', 'test_f1_score=0.040', 'test_acc=0.415', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.412', 'test_macc=0.492', 'test_g_mean=0.485']
['[3900,5000]', 'loss=0.478', 'test_acu=0.637', 'test_f1_score=0.041', 'test_acc=0.418', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.415', 'test_macc=0.493', 'test_g_mean=0.487']
['[4000,5000]', 'loss=0.478', 'test_acu=0.637', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[4100,5000]', 'loss=0.478', 'test_acu=0.637', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[4200,5000]', 'loss=0.478', 'test_acu=0.636', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[4300,5000]', 'loss=0.477', 'test_acu=0.637', 'test_f1_score=0.041', 'test_acc=0.422', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.418', 'test_macc=0.495', 'test_g_mean=0.489']
['[4400,5000]', 'loss=0.477', 'test_acu=0.637', 'test_f1_score=0.041', 'test_acc=0.418', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.415', 'test_macc=0.493', 'test_g_mean=0.487']
