1 fold training
['[0,5000]', 'loss=0.576', 'test_acu=0.645', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.562', 'test_acu=0.617', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.550', 'test_acu=0.627', 'test_f1_score=0.059', 'test_acc=0.038', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.008', 'test_macc=0.504', 'test_g_mean=0.088']
['[300,5000]', 'loss=0.540', 'test_acu=0.633', 'test_f1_score=0.059', 'test_acc=0.038', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.008', 'test_macc=0.504', 'test_g_mean=0.088']
['[400,5000]', 'loss=0.531', 'test_acu=0.615', 'test_f1_score=0.059', 'test_acc=0.038', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.008', 'test_macc=0.504', 'test_g_mean=0.088']
['[500,5000]', 'loss=0.524', 'test_acu=0.607', 'test_f1_score=0.060', 'test_acc=0.045', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.016', 'test_macc=0.508', 'test_g_mean=0.125']
['[600,5000]', 'loss=0.519', 'test_acu=0.604', 'test_f1_score=0.062', 'test_acc=0.076', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.047', 'test_macc=0.523', 'test_g_mean=0.217']
['[700,5000]', 'loss=0.514', 'test_acu=0.596', 'test_f1_score=0.066', 'test_acc=0.136', 'test_ppr=0.034', 'test_sen=1.000', 'test_spe=0.109', 'test_macc=0.555', 'test_g_mean=0.331']
['[800,5000]', 'loss=0.510', 'test_acu=0.590', 'test_f1_score=0.053', 'test_acc=0.189', 'test_ppr=0.028', 'test_sen=0.750', 'test_spe=0.172', 'test_macc=0.461', 'test_g_mean=0.359']
['[900,5000]', 'loss=0.507', 'test_acu=0.576', 'test_f1_score=0.056', 'test_acc=0.227', 'test_ppr=0.029', 'test_sen=0.750', 'test_spe=0.211', 'test_macc=0.480', 'test_g_mean=0.398']
['[1000,5000]', 'loss=0.504', 'test_acu=0.568', 'test_f1_score=0.058', 'test_acc=0.258', 'test_ppr=0.030', 'test_sen=0.750', 'test_spe=0.242', 'test_macc=0.496', 'test_g_mean=0.426']
['[1100,5000]', 'loss=0.501', 'test_acu=0.568', 'test_f1_score=0.059', 'test_acc=0.273', 'test_ppr=0.031', 'test_sen=0.750', 'test_spe=0.258', 'test_macc=0.504', 'test_g_mean=0.440']
['[1200,5000]', 'loss=0.499', 'test_acu=0.561', 'test_f1_score=0.061', 'test_acc=0.295', 'test_ppr=0.032', 'test_sen=0.750', 'test_spe=0.281', 'test_macc=0.516', 'test_g_mean=0.459']
['[1300,5000]', 'loss=0.496', 'test_acu=0.557', 'test_f1_score=0.061', 'test_acc=0.295', 'test_ppr=0.032', 'test_sen=0.750', 'test_spe=0.281', 'test_macc=0.516', 'test_g_mean=0.459']
['[1400,5000]', 'loss=0.494', 'test_acu=0.553', 'test_f1_score=0.061', 'test_acc=0.303', 'test_ppr=0.032', 'test_sen=0.750', 'test_spe=0.289', 'test_macc=0.520', 'test_g_mean=0.466']
['[1500,5000]', 'loss=0.492', 'test_acu=0.547', 'test_f1_score=0.062', 'test_acc=0.318', 'test_ppr=0.033', 'test_sen=0.750', 'test_spe=0.305', 'test_macc=0.527', 'test_g_mean=0.478']
['[1600,5000]', 'loss=0.491', 'test_acu=0.545', 'test_f1_score=0.063', 'test_acc=0.326', 'test_ppr=0.033', 'test_sen=0.750', 'test_spe=0.312', 'test_macc=0.531', 'test_g_mean=0.484']
['[1700,5000]', 'loss=0.489', 'test_acu=0.539', 'test_f1_score=0.065', 'test_acc=0.341', 'test_ppr=0.034', 'test_sen=0.750', 'test_spe=0.328', 'test_macc=0.539', 'test_g_mean=0.496']
['[1800,5000]', 'loss=0.487', 'test_acu=0.535', 'test_f1_score=0.065', 'test_acc=0.348', 'test_ppr=0.034', 'test_sen=0.750', 'test_spe=0.336', 'test_macc=0.543', 'test_g_mean=0.502']
['[1900,5000]', 'loss=0.485', 'test_acu=0.535', 'test_f1_score=0.069', 'test_acc=0.386', 'test_ppr=0.036', 'test_sen=0.750', 'test_spe=0.375', 'test_macc=0.562', 'test_g_mean=0.530']
['[2000,5000]', 'loss=0.484', 'test_acu=0.529', 'test_f1_score=0.069', 'test_acc=0.386', 'test_ppr=0.036', 'test_sen=0.750', 'test_spe=0.375', 'test_macc=0.562', 'test_g_mean=0.530']
['[2100,5000]', 'loss=0.482', 'test_acu=0.523', 'test_f1_score=0.069', 'test_acc=0.386', 'test_ppr=0.036', 'test_sen=0.750', 'test_spe=0.375', 'test_macc=0.562', 'test_g_mean=0.530']
['[2200,5000]', 'loss=0.481', 'test_acu=0.523', 'test_f1_score=0.070', 'test_acc=0.394', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.383', 'test_macc=0.566', 'test_g_mean=0.536']
['[2300,5000]', 'loss=0.479', 'test_acu=0.521', 'test_f1_score=0.071', 'test_acc=0.402', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.391', 'test_macc=0.570', 'test_g_mean=0.541']
['[2400,5000]', 'loss=0.478', 'test_acu=0.520', 'test_f1_score=0.071', 'test_acc=0.402', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.391', 'test_macc=0.570', 'test_g_mean=0.541']
['[2500,5000]', 'loss=0.477', 'test_acu=0.518', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[2600,5000]', 'loss=0.475', 'test_acu=0.512', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[2700,5000]', 'loss=0.474', 'test_acu=0.506', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[2800,5000]', 'loss=0.473', 'test_acu=0.500', 'test_f1_score=0.072', 'test_acc=0.417', 'test_ppr=0.038', 'test_sen=0.750', 'test_spe=0.406', 'test_macc=0.578', 'test_g_mean=0.552']
['[2900,5000]', 'loss=0.472', 'test_acu=0.500', 'test_f1_score=0.072', 'test_acc=0.417', 'test_ppr=0.038', 'test_sen=0.750', 'test_spe=0.406', 'test_macc=0.578', 'test_g_mean=0.552']
['[3000,5000]', 'loss=0.470', 'test_acu=0.498', 'test_f1_score=0.073', 'test_acc=0.424', 'test_ppr=0.038', 'test_sen=0.750', 'test_spe=0.414', 'test_macc=0.582', 'test_g_mean=0.557']
['[3100,5000]', 'loss=0.469', 'test_acu=0.498', 'test_f1_score=0.073', 'test_acc=0.424', 'test_ppr=0.038', 'test_sen=0.750', 'test_spe=0.414', 'test_macc=0.582', 'test_g_mean=0.557']
['[3200,5000]', 'loss=0.468', 'test_acu=0.494', 'test_f1_score=0.073', 'test_acc=0.424', 'test_ppr=0.038', 'test_sen=0.750', 'test_spe=0.414', 'test_macc=0.582', 'test_g_mean=0.557']
['[3300,5000]', 'loss=0.467', 'test_acu=0.492', 'test_f1_score=0.074', 'test_acc=0.432', 'test_ppr=0.039', 'test_sen=0.750', 'test_spe=0.422', 'test_macc=0.586', 'test_g_mean=0.562']
['[3400,5000]', 'loss=0.466', 'test_acu=0.494', 'test_f1_score=0.074', 'test_acc=0.432', 'test_ppr=0.039', 'test_sen=0.750', 'test_spe=0.422', 'test_macc=0.586', 'test_g_mean=0.562']
['[3500,5000]', 'loss=0.465', 'test_acu=0.494', 'test_f1_score=0.074', 'test_acc=0.432', 'test_ppr=0.039', 'test_sen=0.750', 'test_spe=0.422', 'test_macc=0.586', 'test_g_mean=0.562']
['[3600,5000]', 'loss=0.464', 'test_acu=0.494', 'test_f1_score=0.075', 'test_acc=0.439', 'test_ppr=0.039', 'test_sen=0.750', 'test_spe=0.430', 'test_macc=0.590', 'test_g_mean=0.568']
['[3700,5000]', 'loss=0.463', 'test_acu=0.492', 'test_f1_score=0.075', 'test_acc=0.439', 'test_ppr=0.039', 'test_sen=0.750', 'test_spe=0.430', 'test_macc=0.590', 'test_g_mean=0.568']
