1 fold training
['[0,5000]', 'loss=0.599', 'test_acu=0.645', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.570', 'test_acu=0.625', 'test_f1_score=0.059', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.548', 'test_acu=0.631', 'test_f1_score=0.059', 'test_acc=0.038', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.008', 'test_macc=0.504', 'test_g_mean=0.088']
['[300,5000]', 'loss=0.531', 'test_acu=0.627', 'test_f1_score=0.059', 'test_acc=0.038', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.008', 'test_macc=0.504', 'test_g_mean=0.088']
['[400,5000]', 'loss=0.520', 'test_acu=0.613', 'test_f1_score=0.059', 'test_acc=0.038', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.008', 'test_macc=0.504', 'test_g_mean=0.088']
['[500,5000]', 'loss=0.513', 'test_acu=0.598', 'test_f1_score=0.060', 'test_acc=0.053', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.023', 'test_macc=0.512', 'test_g_mean=0.153']
['[600,5000]', 'loss=0.507', 'test_acu=0.596', 'test_f1_score=0.062', 'test_acc=0.091', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.062', 'test_macc=0.531', 'test_g_mean=0.250']
['[700,5000]', 'loss=0.504', 'test_acu=0.590', 'test_f1_score=0.068', 'test_acc=0.167', 'test_ppr=0.035', 'test_sen=1.000', 'test_spe=0.141', 'test_macc=0.570', 'test_g_mean=0.375']
['[800,5000]', 'loss=0.501', 'test_acu=0.576', 'test_f1_score=0.055', 'test_acc=0.212', 'test_ppr=0.028', 'test_sen=0.750', 'test_spe=0.195', 'test_macc=0.473', 'test_g_mean=0.383']
['[900,5000]', 'loss=0.500', 'test_acu=0.570', 'test_f1_score=0.057', 'test_acc=0.250', 'test_ppr=0.030', 'test_sen=0.750', 'test_spe=0.234', 'test_macc=0.492', 'test_g_mean=0.419']
['[1000,5000]', 'loss=0.498', 'test_acu=0.562', 'test_f1_score=0.058', 'test_acc=0.258', 'test_ppr=0.030', 'test_sen=0.750', 'test_spe=0.242', 'test_macc=0.496', 'test_g_mean=0.426']
['[1100,5000]', 'loss=0.497', 'test_acu=0.557', 'test_f1_score=0.060', 'test_acc=0.288', 'test_ppr=0.031', 'test_sen=0.750', 'test_spe=0.273', 'test_macc=0.512', 'test_g_mean=0.453']
['[1200,5000]', 'loss=0.496', 'test_acu=0.555', 'test_f1_score=0.061', 'test_acc=0.295', 'test_ppr=0.032', 'test_sen=0.750', 'test_spe=0.281', 'test_macc=0.516', 'test_g_mean=0.459']
['[1300,5000]', 'loss=0.495', 'test_acu=0.549', 'test_f1_score=0.061', 'test_acc=0.295', 'test_ppr=0.032', 'test_sen=0.750', 'test_spe=0.281', 'test_macc=0.516', 'test_g_mean=0.459']
['[1400,5000]', 'loss=0.494', 'test_acu=0.545', 'test_f1_score=0.061', 'test_acc=0.295', 'test_ppr=0.032', 'test_sen=0.750', 'test_spe=0.281', 'test_macc=0.516', 'test_g_mean=0.459']
['[1500,5000]', 'loss=0.493', 'test_acu=0.545', 'test_f1_score=0.062', 'test_acc=0.318', 'test_ppr=0.033', 'test_sen=0.750', 'test_spe=0.305', 'test_macc=0.527', 'test_g_mean=0.478']
['[1600,5000]', 'loss=0.492', 'test_acu=0.541', 'test_f1_score=0.063', 'test_acc=0.326', 'test_ppr=0.033', 'test_sen=0.750', 'test_spe=0.312', 'test_macc=0.531', 'test_g_mean=0.484']
['[1700,5000]', 'loss=0.491', 'test_acu=0.533', 'test_f1_score=0.063', 'test_acc=0.326', 'test_ppr=0.033', 'test_sen=0.750', 'test_spe=0.312', 'test_macc=0.531', 'test_g_mean=0.484']
['[1800,5000]', 'loss=0.490', 'test_acu=0.527', 'test_f1_score=0.065', 'test_acc=0.341', 'test_ppr=0.034', 'test_sen=0.750', 'test_spe=0.328', 'test_macc=0.539', 'test_g_mean=0.496']
['[1900,5000]', 'loss=0.490', 'test_acu=0.529', 'test_f1_score=0.065', 'test_acc=0.341', 'test_ppr=0.034', 'test_sen=0.750', 'test_spe=0.328', 'test_macc=0.539', 'test_g_mean=0.496']
['[2000,5000]', 'loss=0.489', 'test_acu=0.523', 'test_f1_score=0.067', 'test_acc=0.364', 'test_ppr=0.035', 'test_sen=0.750', 'test_spe=0.352', 'test_macc=0.551', 'test_g_mean=0.513']
['[2100,5000]', 'loss=0.488', 'test_acu=0.521', 'test_f1_score=0.069', 'test_acc=0.386', 'test_ppr=0.036', 'test_sen=0.750', 'test_spe=0.375', 'test_macc=0.562', 'test_g_mean=0.530']
['[2200,5000]', 'loss=0.487', 'test_acu=0.516', 'test_f1_score=0.069', 'test_acc=0.386', 'test_ppr=0.036', 'test_sen=0.750', 'test_spe=0.375', 'test_macc=0.562', 'test_g_mean=0.530']
['[2300,5000]', 'loss=0.486', 'test_acu=0.510', 'test_f1_score=0.069', 'test_acc=0.386', 'test_ppr=0.036', 'test_sen=0.750', 'test_spe=0.375', 'test_macc=0.562', 'test_g_mean=0.530']
['[2400,5000]', 'loss=0.485', 'test_acu=0.500', 'test_f1_score=0.070', 'test_acc=0.394', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.383', 'test_macc=0.566', 'test_g_mean=0.536']
['[2500,5000]', 'loss=0.485', 'test_acu=0.498', 'test_f1_score=0.070', 'test_acc=0.394', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.383', 'test_macc=0.566', 'test_g_mean=0.536']
['[2600,5000]', 'loss=0.484', 'test_acu=0.494', 'test_f1_score=0.070', 'test_acc=0.394', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.383', 'test_macc=0.566', 'test_g_mean=0.536']
['[2700,5000]', 'loss=0.483', 'test_acu=0.492', 'test_f1_score=0.071', 'test_acc=0.402', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.391', 'test_macc=0.570', 'test_g_mean=0.541']
['[2800,5000]', 'loss=0.482', 'test_acu=0.494', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[2900,5000]', 'loss=0.481', 'test_acu=0.492', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[3000,5000]', 'loss=0.480', 'test_acu=0.490', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[3100,5000]', 'loss=0.480', 'test_acu=0.490', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[3200,5000]', 'loss=0.479', 'test_acu=0.486', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[3300,5000]', 'loss=0.478', 'test_acu=0.482', 'test_f1_score=0.072', 'test_acc=0.417', 'test_ppr=0.038', 'test_sen=0.750', 'test_spe=0.406', 'test_macc=0.578', 'test_g_mean=0.552']
['[3400,5000]', 'loss=0.477', 'test_acu=0.480', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[3500,5000]', 'loss=0.476', 'test_acu=0.484', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[3600,5000]', 'loss=0.475', 'test_acu=0.488', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[3700,5000]', 'loss=0.474', 'test_acu=0.484', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[3800,5000]', 'loss=0.473', 'test_acu=0.488', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[3900,5000]', 'loss=0.472', 'test_acu=0.488', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[4000,5000]', 'loss=0.472', 'test_acu=0.486', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[4100,5000]', 'loss=0.471', 'test_acu=0.488', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[4200,5000]', 'loss=0.470', 'test_acu=0.490', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[4300,5000]', 'loss=0.469', 'test_acu=0.486', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[4400,5000]', 'loss=0.468', 'test_acu=0.486', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[4500,5000]', 'loss=0.467', 'test_acu=0.486', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[4600,5000]', 'loss=0.466', 'test_acu=0.488', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[4700,5000]', 'loss=0.465', 'test_acu=0.486', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
['[4800,5000]', 'loss=0.464', 'test_acu=0.484', 'test_f1_score=0.071', 'test_acc=0.409', 'test_ppr=0.037', 'test_sen=0.750', 'test_spe=0.398', 'test_macc=0.574', 'test_g_mean=0.547']
