1 fold training
['[0,5000]', 'loss=0.630', 'test_acu=0.936', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.568', 'test_acu=0.866', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.528', 'test_acu=0.801', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[300,5000]', 'loss=0.507', 'test_acu=0.764', 'test_f1_score=0.043', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[400,5000]', 'loss=0.495', 'test_acu=0.754', 'test_f1_score=0.033', 'test_acc=0.022', 'test_ppr=0.017', 'test_sen=0.750', 'test_spe=0.006', 'test_macc=0.378', 'test_g_mean=0.065']
['[500,5000]', 'loss=0.489', 'test_acu=0.751', 'test_f1_score=0.022', 'test_acc=0.017', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.006', 'test_macc=0.253', 'test_g_mean=0.053']
['[600,5000]', 'loss=0.486', 'test_acu=0.753', 'test_f1_score=0.022', 'test_acc=0.022', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.011', 'test_macc=0.256', 'test_g_mean=0.075']
['[700,5000]', 'loss=0.484', 'test_acu=0.757', 'test_f1_score=0.023', 'test_acc=0.039', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.028', 'test_macc=0.264', 'test_g_mean=0.119']
['[800,5000]', 'loss=0.482', 'test_acu=0.761', 'test_f1_score=0.023', 'test_acc=0.067', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.057', 'test_macc=0.278', 'test_g_mean=0.169']
['[900,5000]', 'loss=0.481', 'test_acu=0.766', 'test_f1_score=0.024', 'test_acc=0.083', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.074', 'test_macc=0.287', 'test_g_mean=0.192']
['[1000,5000]', 'loss=0.480', 'test_acu=0.771', 'test_f1_score=0.025', 'test_acc=0.128', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.119', 'test_macc=0.310', 'test_g_mean=0.244']
['[1100,5000]', 'loss=0.479', 'test_acu=0.773', 'test_f1_score=0.026', 'test_acc=0.167', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.159', 'test_macc=0.330', 'test_g_mean=0.282']
['[1200,5000]', 'loss=0.478', 'test_acu=0.777', 'test_f1_score=0.026', 'test_acc=0.178', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.170', 'test_macc=0.335', 'test_g_mean=0.292']
['[1300,5000]', 'loss=0.477', 'test_acu=0.780', 'test_f1_score=0.027', 'test_acc=0.200', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.193', 'test_macc=0.347', 'test_g_mean=0.311']
['[1400,5000]', 'loss=0.476', 'test_acu=0.786', 'test_f1_score=0.027', 'test_acc=0.211', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.205', 'test_macc=0.352', 'test_g_mean=0.320']
