1 fold training
['[0,5000]', 'loss=0.670', 'test_acu=0.445', 'test_f1_score=0.028', 'test_acc=0.014', 'test_ppr=0.014', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.642', 'test_acu=0.471', 'test_f1_score=0.028', 'test_acc=0.014', 'test_ppr=0.014', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.612', 'test_acu=0.485', 'test_f1_score=0.028', 'test_acc=0.014', 'test_ppr=0.014', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[300,5000]', 'loss=0.585', 'test_acu=0.482', 'test_f1_score=0.028', 'test_acc=0.014', 'test_ppr=0.014', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[400,5000]', 'loss=0.561', 'test_acu=0.482', 'test_f1_score=0.029', 'test_acc=0.022', 'test_ppr=0.014', 'test_sen=1.000', 'test_spe=0.007', 'test_macc=0.504', 'test_g_mean=0.085']
['[500,5000]', 'loss=0.542', 'test_acu=0.482', 'test_f1_score=0.029', 'test_acc=0.029', 'test_ppr=0.015', 'test_sen=1.000', 'test_spe=0.015', 'test_macc=0.507', 'test_g_mean=0.121']
['[600,5000]', 'loss=0.528', 'test_acu=0.482', 'test_f1_score=0.030', 'test_acc=0.065', 'test_ppr=0.015', 'test_sen=1.000', 'test_spe=0.051', 'test_macc=0.526', 'test_g_mean=0.226']
['[700,5000]', 'loss=0.517', 'test_acu=0.482', 'test_f1_score=0.016', 'test_acc=0.129', 'test_ppr=0.008', 'test_sen=0.500', 'test_spe=0.124', 'test_macc=0.312', 'test_g_mean=0.249']
['[800,5000]', 'loss=0.508', 'test_acu=0.482', 'test_f1_score=0.017', 'test_acc=0.158', 'test_ppr=0.009', 'test_sen=0.500', 'test_spe=0.153', 'test_macc=0.327', 'test_g_mean=0.277']
['[900,5000]', 'loss=0.500', 'test_acu=0.482', 'test_f1_score=0.018', 'test_acc=0.223', 'test_ppr=0.009', 'test_sen=0.500', 'test_spe=0.219', 'test_macc=0.359', 'test_g_mean=0.331']
['[1000,5000]', 'loss=0.494', 'test_acu=0.482', 'test_f1_score=0.019', 'test_acc=0.237', 'test_ppr=0.009', 'test_sen=0.500', 'test_spe=0.234', 'test_macc=0.367', 'test_g_mean=0.342']
['[1100,5000]', 'loss=0.489', 'test_acu=0.482', 'test_f1_score=0.019', 'test_acc=0.252', 'test_ppr=0.010', 'test_sen=0.500', 'test_spe=0.248', 'test_macc=0.374', 'test_g_mean=0.352']
['[1200,5000]', 'loss=0.483', 'test_acu=0.482', 'test_f1_score=0.019', 'test_acc=0.259', 'test_ppr=0.010', 'test_sen=0.500', 'test_spe=0.255', 'test_macc=0.378', 'test_g_mean=0.357']
['[1300,5000]', 'loss=0.479', 'test_acu=0.485', 'test_f1_score=0.019', 'test_acc=0.273', 'test_ppr=0.010', 'test_sen=0.500', 'test_spe=0.270', 'test_macc=0.385', 'test_g_mean=0.367']
['[1400,5000]', 'loss=0.474', 'test_acu=0.485', 'test_f1_score=0.019', 'test_acc=0.273', 'test_ppr=0.010', 'test_sen=0.500', 'test_spe=0.270', 'test_macc=0.385', 'test_g_mean=0.367']
['[1500,5000]', 'loss=0.470', 'test_acu=0.485', 'test_f1_score=0.019', 'test_acc=0.273', 'test_ppr=0.010', 'test_sen=0.500', 'test_spe=0.270', 'test_macc=0.385', 'test_g_mean=0.367']
['[1600,5000]', 'loss=0.466', 'test_acu=0.485', 'test_f1_score=0.020', 'test_acc=0.302', 'test_ppr=0.010', 'test_sen=0.500', 'test_spe=0.299', 'test_macc=0.400', 'test_g_mean=0.387']
['[1700,5000]', 'loss=0.462', 'test_acu=0.485', 'test_f1_score=0.020', 'test_acc=0.309', 'test_ppr=0.010', 'test_sen=0.500', 'test_spe=0.307', 'test_macc=0.403', 'test_g_mean=0.392']
['[1800,5000]', 'loss=0.458', 'test_acu=0.485', 'test_f1_score=0.021', 'test_acc=0.324', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.321', 'test_macc=0.411', 'test_g_mean=0.401']
['[1900,5000]', 'loss=0.455', 'test_acu=0.485', 'test_f1_score=0.021', 'test_acc=0.324', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.321', 'test_macc=0.411', 'test_g_mean=0.401']
['[2000,5000]', 'loss=0.451', 'test_acu=0.485', 'test_f1_score=0.021', 'test_acc=0.331', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.328', 'test_macc=0.414', 'test_g_mean=0.405']
['[2100,5000]', 'loss=0.448', 'test_acu=0.485', 'test_f1_score=0.021', 'test_acc=0.338', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.336', 'test_macc=0.418', 'test_g_mean=0.410']
['[2200,5000]', 'loss=0.445', 'test_acu=0.485', 'test_f1_score=0.022', 'test_acc=0.353', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.350', 'test_macc=0.425', 'test_g_mean=0.419']
['[2300,5000]', 'loss=0.442', 'test_acu=0.485', 'test_f1_score=0.022', 'test_acc=0.367', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.365', 'test_macc=0.432', 'test_g_mean=0.427']
['[2400,5000]', 'loss=0.439', 'test_acu=0.482', 'test_f1_score=0.022', 'test_acc=0.374', 'test_ppr=0.011', 'test_sen=0.500', 'test_spe=0.372', 'test_macc=0.436', 'test_g_mean=0.431']
['[2500,5000]', 'loss=0.436', 'test_acu=0.482', 'test_f1_score=0.023', 'test_acc=0.381', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.380', 'test_macc=0.440', 'test_g_mean=0.436']
['[2600,5000]', 'loss=0.433', 'test_acu=0.478', 'test_f1_score=0.023', 'test_acc=0.388', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.387', 'test_macc=0.443', 'test_g_mean=0.440']
['[2700,5000]', 'loss=0.430', 'test_acu=0.478', 'test_f1_score=0.024', 'test_acc=0.410', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.409', 'test_macc=0.454', 'test_g_mean=0.452']
['[2800,5000]', 'loss=0.427', 'test_acu=0.474', 'test_f1_score=0.024', 'test_acc=0.410', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.409', 'test_macc=0.454', 'test_g_mean=0.452']
['[2900,5000]', 'loss=0.425', 'test_acu=0.474', 'test_f1_score=0.024', 'test_acc=0.417', 'test_ppr=0.012', 'test_sen=0.500', 'test_spe=0.416', 'test_macc=0.458', 'test_g_mean=0.456']
['[3000,5000]', 'loss=0.422', 'test_acu=0.474', 'test_f1_score=0.024', 'test_acc=0.424', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.423', 'test_macc=0.462', 'test_g_mean=0.460']
['[3100,5000]', 'loss=0.420', 'test_acu=0.474', 'test_f1_score=0.024', 'test_acc=0.424', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.423', 'test_macc=0.462', 'test_g_mean=0.460']
['[3200,5000]', 'loss=0.418', 'test_acu=0.474', 'test_f1_score=0.025', 'test_acc=0.432', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.431', 'test_macc=0.465', 'test_g_mean=0.464']
['[3300,5000]', 'loss=0.415', 'test_acu=0.474', 'test_f1_score=0.025', 'test_acc=0.439', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.438', 'test_macc=0.469', 'test_g_mean=0.468']
['[3400,5000]', 'loss=0.413', 'test_acu=0.474', 'test_f1_score=0.025', 'test_acc=0.446', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.445', 'test_macc=0.473', 'test_g_mean=0.472']
['[3500,5000]', 'loss=0.411', 'test_acu=0.474', 'test_f1_score=0.026', 'test_acc=0.460', 'test_ppr=0.013', 'test_sen=0.500', 'test_spe=0.460', 'test_macc=0.480', 'test_g_mean=0.480']
['[3600,5000]', 'loss=0.409', 'test_acu=0.478', 'test_f1_score=0.026', 'test_acc=0.468', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.467', 'test_macc=0.484', 'test_g_mean=0.483']
['[3700,5000]', 'loss=0.407', 'test_acu=0.478', 'test_f1_score=0.026', 'test_acc=0.468', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.467', 'test_macc=0.484', 'test_g_mean=0.483']
['[3800,5000]', 'loss=0.405', 'test_acu=0.474', 'test_f1_score=0.026', 'test_acc=0.468', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.467', 'test_macc=0.484', 'test_g_mean=0.483']
['[3900,5000]', 'loss=0.404', 'test_acu=0.474', 'test_f1_score=0.027', 'test_acc=0.482', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.482', 'test_macc=0.491', 'test_g_mean=0.491']
['[4000,5000]', 'loss=0.402', 'test_acu=0.474', 'test_f1_score=0.027', 'test_acc=0.489', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.489', 'test_macc=0.495', 'test_g_mean=0.494']
['[4100,5000]', 'loss=0.400', 'test_acu=0.474', 'test_f1_score=0.027', 'test_acc=0.489', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.489', 'test_macc=0.495', 'test_g_mean=0.494']
['[4200,5000]', 'loss=0.399', 'test_acu=0.474', 'test_f1_score=0.027', 'test_acc=0.489', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.489', 'test_macc=0.495', 'test_g_mean=0.494']
['[4300,5000]', 'loss=0.397', 'test_acu=0.474', 'test_f1_score=0.028', 'test_acc=0.496', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.496', 'test_macc=0.498', 'test_g_mean=0.498']
['[4400,5000]', 'loss=0.396', 'test_acu=0.474', 'test_f1_score=0.028', 'test_acc=0.496', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.496', 'test_macc=0.498', 'test_g_mean=0.498']
['[4500,5000]', 'loss=0.394', 'test_acu=0.474', 'test_f1_score=0.028', 'test_acc=0.496', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.496', 'test_macc=0.498', 'test_g_mean=0.498']
['[4600,5000]', 'loss=0.393', 'test_acu=0.474', 'test_f1_score=0.028', 'test_acc=0.496', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.496', 'test_macc=0.498', 'test_g_mean=0.498']
['[4700,5000]', 'loss=0.391', 'test_acu=0.474', 'test_f1_score=0.028', 'test_acc=0.504', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.504', 'test_macc=0.502', 'test_g_mean=0.502']
['[4800,5000]', 'loss=0.390', 'test_acu=0.474', 'test_f1_score=0.029', 'test_acc=0.511', 'test_ppr=0.015', 'test_sen=0.500', 'test_spe=0.511', 'test_macc=0.505', 'test_g_mean=0.505']
['[4900,5000]', 'loss=0.389', 'test_acu=0.474', 'test_f1_score=0.028', 'test_acc=0.504', 'test_ppr=0.014', 'test_sen=0.500', 'test_spe=0.504', 'test_macc=0.502', 'test_g_mean=0.502']
2 fold training
['[0,5000]', 'loss=0.655', 'test_acu=0.496', 'test_f1_score=0.029', 'test_acc=0.014', 'test_ppr=0.014', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.618', 'test_acu=0.526', 'test_f1_score=0.029', 'test_acc=0.014', 'test_ppr=0.014', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
