1 fold training
['[0,5000]', 'loss=0.049', 'test_acu=0.637', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.049', 'test_acu=0.404', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.049', 'test_acu=0.374', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[300,5000]', 'loss=0.049', 'test_acu=0.326', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[400,5000]', 'loss=0.049', 'test_acu=0.298', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[500,5000]', 'loss=0.049', 'test_acu=0.285', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[600,5000]', 'loss=0.049', 'test_acu=0.280', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[700,5000]', 'loss=0.049', 'test_acu=0.278', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[800,5000]', 'loss=0.049', 'test_acu=0.276', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[900,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1000,5000]', 'loss=0.049', 'test_acu=0.273', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1100,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1200,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1300,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1400,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.050', 'test_acc=0.030', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.004', 'test_macc=0.502', 'test_g_mean=0.066']
['[1500,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.052', 'test_acc=0.056', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.031', 'test_macc=0.515', 'test_g_mean=0.175']
['[1600,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.053', 'test_acc=0.079', 'test_ppr=0.027', 'test_sen=1.000', 'test_spe=0.055', 'test_macc=0.527', 'test_g_mean=0.234']
['[1700,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.054', 'test_acc=0.096', 'test_ppr=0.028', 'test_sen=1.000', 'test_spe=0.072', 'test_macc=0.536', 'test_g_mean=0.269']
['[1800,5000]', 'loss=0.049', 'test_acu=0.274', 'test_f1_score=0.055', 'test_acc=0.118', 'test_ppr=0.028', 'test_sen=1.000', 'test_spe=0.094', 'test_macc=0.547', 'test_g_mean=0.307']
['[1900,5000]', 'loss=0.049', 'test_acu=0.274', 'test_f1_score=0.055', 'test_acc=0.122', 'test_ppr=0.028', 'test_sen=1.000', 'test_spe=0.099', 'test_macc=0.549', 'test_g_mean=0.314']
['[2000,5000]', 'loss=0.049', 'test_acu=0.274', 'test_f1_score=0.056', 'test_acc=0.132', 'test_ppr=0.029', 'test_sen=1.000', 'test_spe=0.110', 'test_macc=0.555', 'test_g_mean=0.331']
['[2100,5000]', 'loss=0.049', 'test_acu=0.274', 'test_f1_score=0.056', 'test_acc=0.139', 'test_ppr=0.029', 'test_sen=1.000', 'test_spe=0.116', 'test_macc=0.558', 'test_g_mean=0.341']
['[2200,5000]', 'loss=0.049', 'test_acu=0.274', 'test_f1_score=0.057', 'test_acc=0.147', 'test_ppr=0.029', 'test_sen=1.000', 'test_spe=0.125', 'test_macc=0.562', 'test_g_mean=0.354']
['[2300,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.057', 'test_acc=0.154', 'test_ppr=0.029', 'test_sen=1.000', 'test_spe=0.132', 'test_macc=0.566', 'test_g_mean=0.363']
['[2400,5000]', 'loss=0.049', 'test_acu=0.274', 'test_f1_score=0.057', 'test_acc=0.154', 'test_ppr=0.029', 'test_sen=1.000', 'test_spe=0.132', 'test_macc=0.566', 'test_g_mean=0.363']
['[2500,5000]', 'loss=0.049', 'test_acu=0.274', 'test_f1_score=0.058', 'test_acc=0.167', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.145', 'test_macc=0.572', 'test_g_mean=0.380']
['[2600,5000]', 'loss=0.049', 'test_acu=0.274', 'test_f1_score=0.059', 'test_acc=0.175', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.154', 'test_macc=0.577', 'test_g_mean=0.392']
['[2700,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.059', 'test_acc=0.179', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.158', 'test_macc=0.579', 'test_g_mean=0.397']
['[2800,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.059', 'test_acc=0.186', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.164', 'test_macc=0.582', 'test_g_mean=0.406']
['[2900,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.060', 'test_acc=0.197', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.175', 'test_macc=0.588', 'test_g_mean=0.419']
['[3000,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.060', 'test_acc=0.197', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.175', 'test_macc=0.588', 'test_g_mean=0.419']
['[3100,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.060', 'test_acc=0.199', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.178', 'test_macc=0.589', 'test_g_mean=0.421']
['[3200,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.061', 'test_acc=0.205', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.184', 'test_macc=0.592', 'test_g_mean=0.429']
['[3300,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.061', 'test_acc=0.205', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.184', 'test_macc=0.592', 'test_g_mean=0.429']
['[3400,5000]', 'loss=0.049', 'test_acu=0.275', 'test_f1_score=0.061', 'test_acc=0.209', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.189', 'test_macc=0.594', 'test_g_mean=0.434']
['[3500,5000]', 'loss=0.049', 'test_acu=0.276', 'test_f1_score=0.061', 'test_acc=0.209', 'test_ppr=0.031', 'test_sen=1.000', 'test_spe=0.189', 'test_macc=0.594', 'test_g_mean=0.434']
['[3600,5000]', 'loss=0.049', 'test_acu=0.276', 'test_f1_score=0.061', 'test_acc=0.216', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.195', 'test_macc=0.598', 'test_g_mean=0.442']
['[3700,5000]', 'loss=0.049', 'test_acu=0.277', 'test_f1_score=0.061', 'test_acc=0.216', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.195', 'test_macc=0.598', 'test_g_mean=0.442']
['[3800,5000]', 'loss=0.049', 'test_acu=0.277', 'test_f1_score=0.062', 'test_acc=0.218', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.197', 'test_macc=0.599', 'test_g_mean=0.444']
['[3900,5000]', 'loss=0.049', 'test_acu=0.278', 'test_f1_score=0.062', 'test_acc=0.218', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.197', 'test_macc=0.599', 'test_g_mean=0.444']
['[4000,5000]', 'loss=0.049', 'test_acu=0.278', 'test_f1_score=0.062', 'test_acc=0.218', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.197', 'test_macc=0.599', 'test_g_mean=0.444']
['[4100,5000]', 'loss=0.049', 'test_acu=0.279', 'test_f1_score=0.062', 'test_acc=0.218', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.197', 'test_macc=0.599', 'test_g_mean=0.444']
['[4200,5000]', 'loss=0.049', 'test_acu=0.279', 'test_f1_score=0.062', 'test_acc=0.218', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.197', 'test_macc=0.599', 'test_g_mean=0.444']
['[4300,5000]', 'loss=0.049', 'test_acu=0.279', 'test_f1_score=0.062', 'test_acc=0.222', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.202', 'test_macc=0.601', 'test_g_mean=0.449']
['[4400,5000]', 'loss=0.049', 'test_acu=0.279', 'test_f1_score=0.062', 'test_acc=0.222', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.202', 'test_macc=0.601', 'test_g_mean=0.449']
['[4500,5000]', 'loss=0.049', 'test_acu=0.279', 'test_f1_score=0.062', 'test_acc=0.222', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.202', 'test_macc=0.601', 'test_g_mean=0.449']
['[4600,5000]', 'loss=0.049', 'test_acu=0.278', 'test_f1_score=0.062', 'test_acc=0.222', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.202', 'test_macc=0.601', 'test_g_mean=0.449']
['[4700,5000]', 'loss=0.049', 'test_acu=0.278', 'test_f1_score=0.062', 'test_acc=0.222', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.202', 'test_macc=0.601', 'test_g_mean=0.449']
['[4800,5000]', 'loss=0.049', 'test_acu=0.278', 'test_f1_score=0.062', 'test_acc=0.222', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.202', 'test_macc=0.601', 'test_g_mean=0.449']
['[4900,5000]', 'loss=0.049', 'test_acu=0.278', 'test_f1_score=0.062', 'test_acc=0.222', 'test_ppr=0.032', 'test_sen=1.000', 'test_spe=0.202', 'test_macc=0.601', 'test_g_mean=0.449']
2 fold training
['[0,5000]', 'loss=0.049', 'test_acu=0.678', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.049', 'test_acu=0.648', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.049', 'test_acu=0.623', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[300,5000]', 'loss=0.049', 'test_acu=0.547', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[400,5000]', 'loss=0.049', 'test_acu=0.519', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[500,5000]', 'loss=0.049', 'test_acu=0.497', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[600,5000]', 'loss=0.049', 'test_acu=0.478', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[700,5000]', 'loss=0.049', 'test_acu=0.467', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[800,5000]', 'loss=0.049', 'test_acu=0.463', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[900,5000]', 'loss=0.049', 'test_acu=0.458', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1000,5000]', 'loss=0.049', 'test_acu=0.456', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[1100,5000]', 'loss=0.049', 'test_acu=0.453', 'test_f1_score=0.050', 'test_acc=0.026', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
