1 fold training
['[0,5000]', 'loss=0.600', 'test_acu=0.414', 'test_f1_score=0.034', 'test_acc=0.242', 'test_ppr=0.018', 'test_sen=0.800', 'test_spe=0.233', 'test_macc=0.516', 'test_g_mean=0.432']
['[100,5000]', 'loss=0.567', 'test_acu=0.403', 'test_f1_score=0.035', 'test_acc=0.266', 'test_ppr=0.018', 'test_sen=0.800', 'test_spe=0.257', 'test_macc=0.528', 'test_g_mean=0.453']
['[200,5000]', 'loss=0.541', 'test_acu=0.405', 'test_f1_score=0.039', 'test_acc=0.330', 'test_ppr=0.020', 'test_sen=0.800', 'test_spe=0.322', 'test_macc=0.561', 'test_g_mean=0.507']
['[300,5000]', 'loss=0.522', 'test_acu=0.408', 'test_f1_score=0.042', 'test_acc=0.391', 'test_ppr=0.022', 'test_sen=0.800', 'test_spe=0.384', 'test_macc=0.592', 'test_g_mean=0.554']
['[400,5000]', 'loss=0.510', 'test_acu=0.418', 'test_f1_score=0.047', 'test_acc=0.448', 'test_ppr=0.024', 'test_sen=0.800', 'test_spe=0.442', 'test_macc=0.621', 'test_g_mean=0.594']
['[500,5000]', 'loss=0.503', 'test_acu=0.438', 'test_f1_score=0.039', 'test_acc=0.502', 'test_ppr=0.020', 'test_sen=0.600', 'test_spe=0.500', 'test_macc=0.550', 'test_g_mean=0.548']
['[600,5000]', 'loss=0.499', 'test_acu=0.462', 'test_f1_score=0.028', 'test_acc=0.535', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.538', 'test_macc=0.469', 'test_g_mean=0.464']
['[700,5000]', 'loss=0.497', 'test_acu=0.484', 'test_f1_score=0.030', 'test_acc=0.559', 'test_ppr=0.015', 'test_sen=0.400', 'test_spe=0.562', 'test_macc=0.481', 'test_g_mean=0.474']
['[800,5000]', 'loss=0.496', 'test_acu=0.495', 'test_f1_score=0.031', 'test_acc=0.576', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.579', 'test_macc=0.489', 'test_g_mean=0.481']
['[900,5000]', 'loss=0.496', 'test_acu=0.506', 'test_f1_score=0.031', 'test_acc=0.582', 'test_ppr=0.016', 'test_sen=0.400', 'test_spe=0.586', 'test_macc=0.493', 'test_g_mean=0.484']
['[1000,5000]', 'loss=0.495', 'test_acu=0.513', 'test_f1_score=0.033', 'test_acc=0.599', 'test_ppr=0.017', 'test_sen=0.400', 'test_spe=0.603', 'test_macc=0.501', 'test_g_mean=0.491']
