1 fold training
['[0,5000]', 'loss=0.831', 'test_acu=1.000', 'test_f1_score=0.058', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.791', 'test_acu=1.000', 'test_f1_score=0.058', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.749', 'test_acu=1.000', 'test_f1_score=0.058', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[300,5000]', 'loss=0.707', 'test_acu=1.000', 'test_f1_score=0.058', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[400,5000]', 'loss=0.667', 'test_acu=1.000', 'test_f1_score=0.058', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[500,5000]', 'loss=0.630', 'test_acu=1.000', 'test_f1_score=0.058', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[600,5000]', 'loss=0.595', 'test_acu=1.000', 'test_f1_score=0.058', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[700,5000]', 'loss=0.562', 'test_acu=1.000', 'test_f1_score=0.058', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[800,5000]', 'loss=0.532', 'test_acu=1.000', 'test_f1_score=0.058', 'test_acc=0.030', 'test_ppr=0.030', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[900,5000]', 'loss=0.503', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.000', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.000', 'test_macc=0.000', 'test_g_mean=0.000']
['[1000,5000]', 'loss=0.478', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.050', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.051', 'test_macc=0.026', 'test_g_mean=0.000']
['[1100,5000]', 'loss=0.456', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.079', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.082', 'test_macc=0.041', 'test_g_mean=0.000']
['[1200,5000]', 'loss=0.436', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.109', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.112', 'test_macc=0.056', 'test_g_mean=0.000']
['[1300,5000]', 'loss=0.419', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.149', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.153', 'test_macc=0.077', 'test_g_mean=0.000']
['[1400,5000]', 'loss=0.404', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.158', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.163', 'test_macc=0.082', 'test_g_mean=0.000']
['[1500,5000]', 'loss=0.390', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.188', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.194', 'test_macc=0.097', 'test_g_mean=0.000']
['[1600,5000]', 'loss=0.377', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.208', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.214', 'test_macc=0.107', 'test_g_mean=0.000']
['[1700,5000]', 'loss=0.366', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.218', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.224', 'test_macc=0.112', 'test_g_mean=0.000']
['[1800,5000]', 'loss=0.355', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.218', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.224', 'test_macc=0.112', 'test_g_mean=0.000']
['[1900,5000]', 'loss=0.345', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.218', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.224', 'test_macc=0.112', 'test_g_mean=0.000']
['[2000,5000]', 'loss=0.335', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.218', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.224', 'test_macc=0.112', 'test_g_mean=0.000']
['[2100,5000]', 'loss=0.326', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.218', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.224', 'test_macc=0.112', 'test_g_mean=0.000']
['[2200,5000]', 'loss=0.318', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.218', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.224', 'test_macc=0.112', 'test_g_mean=0.000']
['[2300,5000]', 'loss=0.310', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.208', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.214', 'test_macc=0.107', 'test_g_mean=0.000']
['[2400,5000]', 'loss=0.303', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.208', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.214', 'test_macc=0.107', 'test_g_mean=0.000']
['[2500,5000]', 'loss=0.296', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.208', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.214', 'test_macc=0.107', 'test_g_mean=0.000']
['[2600,5000]', 'loss=0.289', 'test_acu=1.000', 'test_f1_score=0.000', 'test_acc=0.198', 'test_ppr=0.000', 'test_sen=0.000', 'test_spe=0.204', 'test_macc=0.102', 'test_g_mean=0.000']
