1 fold training
['[0,5000]', 'loss=0.629', 'test_acu=0.634', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.604', 'test_acu=0.638', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.582', 'test_acu=0.638', 'test_f1_score=0.043', 'test_acc=0.043', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.022', 'test_macc=0.511', 'test_g_mean=0.148']
['[300,5000]', 'loss=0.563', 'test_acu=0.615', 'test_f1_score=0.044', 'test_acc=0.065', 'test_ppr=0.023', 'test_sen=1.000', 'test_spe=0.044', 'test_macc=0.522', 'test_g_mean=0.210']
['[400,5000]', 'loss=0.548', 'test_acu=0.578', 'test_f1_score=0.039', 'test_acc=0.092', 'test_ppr=0.020', 'test_sen=0.857', 'test_spe=0.075', 'test_macc=0.466', 'test_g_mean=0.254']
['[500,5000]', 'loss=0.535', 'test_acu=0.549', 'test_f1_score=0.041', 'test_acc=0.129', 'test_ppr=0.021', 'test_sen=0.857', 'test_spe=0.113', 'test_macc=0.485', 'test_g_mean=0.312']
['[600,5000]', 'loss=0.526', 'test_acu=0.530', 'test_f1_score=0.042', 'test_acc=0.160', 'test_ppr=0.022', 'test_sen=0.857', 'test_spe=0.145', 'test_macc=0.501', 'test_g_mean=0.352']
['[700,5000]', 'loss=0.519', 'test_acu=0.517', 'test_f1_score=0.044', 'test_acc=0.203', 'test_ppr=0.023', 'test_sen=0.857', 'test_spe=0.189', 'test_macc=0.523', 'test_g_mean=0.402']
['[800,5000]', 'loss=0.513', 'test_acu=0.514', 'test_f1_score=0.038', 'test_acc=0.228', 'test_ppr=0.020', 'test_sen=0.714', 'test_spe=0.217', 'test_macc=0.466', 'test_g_mean=0.394']
['[900,5000]', 'loss=0.509', 'test_acu=0.513', 'test_f1_score=0.039', 'test_acc=0.243', 'test_ppr=0.020', 'test_sen=0.714', 'test_spe=0.233', 'test_macc=0.473', 'test_g_mean=0.408']
['[1000,5000]', 'loss=0.507', 'test_acu=0.517', 'test_f1_score=0.033', 'test_acc=0.271', 'test_ppr=0.017', 'test_sen=0.571', 'test_spe=0.264', 'test_macc=0.418', 'test_g_mean=0.389']
['[1100,5000]', 'loss=0.505', 'test_acu=0.518', 'test_f1_score=0.034', 'test_acc=0.295', 'test_ppr=0.017', 'test_sen=0.571', 'test_spe=0.289', 'test_macc=0.430', 'test_g_mean=0.407']
['[1200,5000]', 'loss=0.503', 'test_acu=0.523', 'test_f1_score=0.035', 'test_acc=0.314', 'test_ppr=0.018', 'test_sen=0.571', 'test_spe=0.308', 'test_macc=0.440', 'test_g_mean=0.420']
['[1300,5000]', 'loss=0.502', 'test_acu=0.529', 'test_f1_score=0.036', 'test_acc=0.332', 'test_ppr=0.018', 'test_sen=0.571', 'test_spe=0.327', 'test_macc=0.449', 'test_g_mean=0.432']
['[1400,5000]', 'loss=0.502', 'test_acu=0.536', 'test_f1_score=0.036', 'test_acc=0.342', 'test_ppr=0.019', 'test_sen=0.571', 'test_spe=0.336', 'test_macc=0.454', 'test_g_mean=0.438']
['[1500,5000]', 'loss=0.501', 'test_acu=0.540', 'test_f1_score=0.037', 'test_acc=0.363', 'test_ppr=0.019', 'test_sen=0.571', 'test_spe=0.358', 'test_macc=0.465', 'test_g_mean=0.453']
['[1600,5000]', 'loss=0.501', 'test_acu=0.550', 'test_f1_score=0.038', 'test_acc=0.378', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.374', 'test_macc=0.473', 'test_g_mean=0.462']
['[1700,5000]', 'loss=0.500', 'test_acu=0.561', 'test_f1_score=0.038', 'test_acc=0.378', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.374', 'test_macc=0.473', 'test_g_mean=0.462']
['[1800,5000]', 'loss=0.500', 'test_acu=0.568', 'test_f1_score=0.038', 'test_acc=0.385', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.381', 'test_macc=0.476', 'test_g_mean=0.466']
['[1900,5000]', 'loss=0.500', 'test_acu=0.575', 'test_f1_score=0.039', 'test_acc=0.400', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.396', 'test_macc=0.484', 'test_g_mean=0.476']
['[2000,5000]', 'loss=0.499', 'test_acu=0.582', 'test_f1_score=0.039', 'test_acc=0.400', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.396', 'test_macc=0.484', 'test_g_mean=0.476']
['[2100,5000]', 'loss=0.499', 'test_acu=0.588', 'test_f1_score=0.040', 'test_acc=0.406', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.403', 'test_macc=0.487', 'test_g_mean=0.480']
['[2200,5000]', 'loss=0.499', 'test_acu=0.596', 'test_f1_score=0.040', 'test_acc=0.406', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.403', 'test_macc=0.487', 'test_g_mean=0.480']
['[2300,5000]', 'loss=0.498', 'test_acu=0.602', 'test_f1_score=0.040', 'test_acc=0.412', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.409', 'test_macc=0.490', 'test_g_mean=0.483']
['[2400,5000]', 'loss=0.498', 'test_acu=0.608', 'test_f1_score=0.040', 'test_acc=0.412', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.409', 'test_macc=0.490', 'test_g_mean=0.483']
['[2500,5000]', 'loss=0.498', 'test_acu=0.613', 'test_f1_score=0.040', 'test_acc=0.412', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.409', 'test_macc=0.490', 'test_g_mean=0.483']
['[2600,5000]', 'loss=0.498', 'test_acu=0.615', 'test_f1_score=0.040', 'test_acc=0.412', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.409', 'test_macc=0.490', 'test_g_mean=0.483']
['[2700,5000]', 'loss=0.497', 'test_acu=0.622', 'test_f1_score=0.040', 'test_acc=0.412', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.409', 'test_macc=0.490', 'test_g_mean=0.483']
['[2800,5000]', 'loss=0.497', 'test_acu=0.626', 'test_f1_score=0.040', 'test_acc=0.412', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.409', 'test_macc=0.490', 'test_g_mean=0.483']
['[2900,5000]', 'loss=0.497', 'test_acu=0.627', 'test_f1_score=0.040', 'test_acc=0.412', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.409', 'test_macc=0.490', 'test_g_mean=0.483']
['[3000,5000]', 'loss=0.497', 'test_acu=0.629', 'test_f1_score=0.040', 'test_acc=0.406', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.403', 'test_macc=0.487', 'test_g_mean=0.480']
['[3100,5000]', 'loss=0.496', 'test_acu=0.629', 'test_f1_score=0.040', 'test_acc=0.406', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.403', 'test_macc=0.487', 'test_g_mean=0.480']
['[3200,5000]', 'loss=0.496', 'test_acu=0.632', 'test_f1_score=0.040', 'test_acc=0.403', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.399', 'test_macc=0.485', 'test_g_mean=0.478']
['[3300,5000]', 'loss=0.496', 'test_acu=0.633', 'test_f1_score=0.039', 'test_acc=0.400', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.396', 'test_macc=0.484', 'test_g_mean=0.476']
['[3400,5000]', 'loss=0.496', 'test_acu=0.634', 'test_f1_score=0.039', 'test_acc=0.400', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.396', 'test_macc=0.484', 'test_g_mean=0.476']
['[3500,5000]', 'loss=0.495', 'test_acu=0.636', 'test_f1_score=0.039', 'test_acc=0.397', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.393', 'test_macc=0.482', 'test_g_mean=0.474']
['[3600,5000]', 'loss=0.495', 'test_acu=0.634', 'test_f1_score=0.039', 'test_acc=0.397', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.393', 'test_macc=0.482', 'test_g_mean=0.474']
['[3700,5000]', 'loss=0.495', 'test_acu=0.636', 'test_f1_score=0.039', 'test_acc=0.394', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.390', 'test_macc=0.481', 'test_g_mean=0.472']
['[3800,5000]', 'loss=0.495', 'test_acu=0.636', 'test_f1_score=0.039', 'test_acc=0.394', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.390', 'test_macc=0.481', 'test_g_mean=0.472']
['[3900,5000]', 'loss=0.494', 'test_acu=0.635', 'test_f1_score=0.039', 'test_acc=0.394', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.390', 'test_macc=0.481', 'test_g_mean=0.472']
['[4000,5000]', 'loss=0.494', 'test_acu=0.635', 'test_f1_score=0.039', 'test_acc=0.397', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.393', 'test_macc=0.482', 'test_g_mean=0.474']
['[4100,5000]', 'loss=0.494', 'test_acu=0.633', 'test_f1_score=0.039', 'test_acc=0.400', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.396', 'test_macc=0.484', 'test_g_mean=0.476']
['[4200,5000]', 'loss=0.493', 'test_acu=0.635', 'test_f1_score=0.039', 'test_acc=0.394', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.390', 'test_macc=0.481', 'test_g_mean=0.472']
['[4300,5000]', 'loss=0.493', 'test_acu=0.635', 'test_f1_score=0.039', 'test_acc=0.394', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.390', 'test_macc=0.481', 'test_g_mean=0.472']
['[4400,5000]', 'loss=0.493', 'test_acu=0.633', 'test_f1_score=0.039', 'test_acc=0.391', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.387', 'test_macc=0.479', 'test_g_mean=0.470']
['[4500,5000]', 'loss=0.493', 'test_acu=0.633', 'test_f1_score=0.039', 'test_acc=0.400', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.396', 'test_macc=0.484', 'test_g_mean=0.476']
['[4600,5000]', 'loss=0.492', 'test_acu=0.633', 'test_f1_score=0.039', 'test_acc=0.400', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.396', 'test_macc=0.484', 'test_g_mean=0.476']
['[4700,5000]', 'loss=0.492', 'test_acu=0.630', 'test_f1_score=0.039', 'test_acc=0.400', 'test_ppr=0.020', 'test_sen=0.571', 'test_spe=0.396', 'test_macc=0.484', 'test_g_mean=0.476']
['[4800,5000]', 'loss=0.492', 'test_acu=0.628', 'test_f1_score=0.040', 'test_acc=0.403', 'test_ppr=0.021', 'test_sen=0.571', 'test_spe=0.399', 'test_macc=0.485', 'test_g_mean=0.478']
['[4900,5000]', 'loss=0.492', 'test_acu=0.630', 'test_f1_score=0.030', 'test_acc=0.403', 'test_ppr=0.016', 'test_sen=0.429', 'test_spe=0.403', 'test_macc=0.416', 'test_g_mean=0.415']
2 fold training
['[0,5000]', 'loss=0.630', 'test_acu=0.408', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[100,5000]', 'loss=0.601', 'test_acu=0.495', 'test_f1_score=0.042', 'test_acc=0.022', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.000', 'test_macc=0.500', 'test_g_mean=0.000']
['[200,5000]', 'loss=0.576', 'test_acu=0.526', 'test_f1_score=0.043', 'test_acc=0.040', 'test_ppr=0.022', 'test_sen=1.000', 'test_spe=0.019', 'test_macc=0.509', 'test_g_mean=0.137']
['[300,5000]', 'loss=0.556', 'test_acu=0.539', 'test_f1_score=0.045', 'test_acc=0.086', 'test_ppr=0.023', 'test_sen=1.000', 'test_spe=0.066', 'test_macc=0.533', 'test_g_mean=0.257']
['[400,5000]', 'loss=0.539', 'test_acu=0.532', 'test_f1_score=0.048', 'test_acc=0.151', 'test_ppr=0.025', 'test_sen=1.000', 'test_spe=0.132', 'test_macc=0.566', 'test_g_mean=0.363']
['[500,5000]', 'loss=0.525', 'test_acu=0.524', 'test_f1_score=0.051', 'test_acc=0.197', 'test_ppr=0.026', 'test_sen=1.000', 'test_spe=0.179', 'test_macc=0.590', 'test_g_mean=0.423']
['[600,5000]', 'loss=0.515', 'test_acu=0.516', 'test_f1_score=0.047', 'test_acc=0.246', 'test_ppr=0.024', 'test_sen=0.857', 'test_spe=0.233', 'test_macc=0.545', 'test_g_mean=0.447']
['[700,5000]', 'loss=0.508', 'test_acu=0.510', 'test_f1_score=0.049', 'test_acc=0.286', 'test_ppr=0.025', 'test_sen=0.857', 'test_spe=0.274', 'test_macc=0.565', 'test_g_mean=0.484']
['[800,5000]', 'loss=0.503', 'test_acu=0.507', 'test_f1_score=0.052', 'test_acc=0.332', 'test_ppr=0.027', 'test_sen=0.857', 'test_spe=0.321', 'test_macc=0.589', 'test_g_mean=0.524']
['[900,5000]', 'loss=0.500', 'test_acu=0.504', 'test_f1_score=0.054', 'test_acc=0.357', 'test_ppr=0.028', 'test_sen=0.857', 'test_spe=0.346', 'test_macc=0.602', 'test_g_mean=0.545']
['[1000,5000]', 'loss=0.497', 'test_acu=0.505', 'test_f1_score=0.057', 'test_acc=0.391', 'test_ppr=0.030', 'test_sen=0.857', 'test_spe=0.381', 'test_macc=0.619', 'test_g_mean=0.571']
['[1100,5000]', 'loss=0.496', 'test_acu=0.507', 'test_f1_score=0.059', 'test_acc=0.412', 'test_ppr=0.031', 'test_sen=0.857', 'test_spe=0.403', 'test_macc=0.630', 'test_g_mean=0.587']
['[1200,5000]', 'loss=0.495', 'test_acu=0.509', 'test_f1_score=0.050', 'test_acc=0.418', 'test_ppr=0.026', 'test_sen=0.714', 'test_spe=0.412', 'test_macc=0.563', 'test_g_mean=0.542']
['[1300,5000]', 'loss=0.494', 'test_acu=0.510', 'test_f1_score=0.042', 'test_acc=0.443', 'test_ppr=0.022', 'test_sen=0.571', 'test_spe=0.440', 'test_macc=0.506', 'test_g_mean=0.502']
['[1400,5000]', 'loss=0.494', 'test_acu=0.511', 'test_f1_score=0.043', 'test_acc=0.446', 'test_ppr=0.022', 'test_sen=0.571', 'test_spe=0.443', 'test_macc=0.507', 'test_g_mean=0.503']
['[1500,5000]', 'loss=0.494', 'test_acu=0.513', 'test_f1_score=0.033', 'test_acc=0.458', 'test_ppr=0.017', 'test_sen=0.429', 'test_spe=0.459', 'test_macc=0.444', 'test_g_mean=0.444']
['[1600,5000]', 'loss=0.493', 'test_acu=0.513', 'test_f1_score=0.034', 'test_acc=0.474', 'test_ppr=0.018', 'test_sen=0.429', 'test_spe=0.475', 'test_macc=0.452', 'test_g_mean=0.451']
['[1700,5000]', 'loss=0.493', 'test_acu=0.513', 'test_f1_score=0.034', 'test_acc=0.480', 'test_ppr=0.018', 'test_sen=0.429', 'test_spe=0.481', 'test_macc=0.455', 'test_g_mean=0.454']
['[1800,5000]', 'loss=0.493', 'test_acu=0.515', 'test_f1_score=0.035', 'test_acc=0.489', 'test_ppr=0.018', 'test_sen=0.429', 'test_spe=0.491', 'test_macc=0.460', 'test_g_mean=0.459']
['[1900,5000]', 'loss=0.493', 'test_acu=0.516', 'test_f1_score=0.036', 'test_acc=0.498', 'test_ppr=0.019', 'test_sen=0.429', 'test_spe=0.500', 'test_macc=0.464', 'test_g_mean=0.463']
